ts,x_ear,y_ear,z_ear,label
1713362971.066687,0.3125,0.63232421875,0.712158203125,unknown
1713362971.117277,0.315673828125,0.63330078125,0.71044921875,unknown
1713362971.148882,0.308837890625,0.63623046875,0.71875,unknown
1713362971.194054,0.310791015625,0.636474609375,0.71044921875,unknown
1713362971.226787,0.314453125,0.635498046875,0.7021484375,unknown
1713362971.273118,0.321044921875,0.637451171875,0.703125,unknown
1713362971.311046,0.322021484375,0.64306640625,0.70947265625,unknown
1713362971.349674,0.320556640625,0.638916015625,0.703125,unknown
1713362971.388858,0.3154296875,0.636962890625,0.70361328125,unknown
1713362971.431629,0.314453125,0.64013671875,0.7080078125,unknown
1713362971.501079,0.31005859375,0.644775390625,0.70556640625,unknown
1713362971.517742,0.31689453125,0.6357421875,0.70751953125,unknown
1713362971.549624,0.31396484375,0.63818359375,0.708740234375,unknown
1713362971.589048,0.310302734375,0.6376953125,0.712646484375,unknown
1713362971.6313,0.312255859375,0.63818359375,0.7099609375,unknown
1713362971.668278,0.30859375,0.640625,0.713623046875,unknown
1713362971.707063,0.307861328125,0.6357421875,0.712646484375,unknown
1713362971.756251,0.30615234375,0.636962890625,0.712646484375,unknown
1713362971.796764,0.305419921875,0.63916015625,0.71484375,unknown
1713362971.830634,0.307373046875,0.642333984375,0.7158203125,unknown
1713362971.875211,0.30126953125,0.638916015625,0.718505859375,unknown
1713362971.911157,0.30224609375,0.63818359375,0.720458984375,unknown
1713362971.950373,0.306396484375,0.63525390625,0.717529296875,unknown
1713362971.991418,0.30322265625,0.635009765625,0.710205078125,unknown
1713362972.030891,0.31005859375,0.64208984375,0.713134765625,unknown
1713362972.073022,0.299072265625,0.63134765625,0.71142578125,unknown
1713362972.112371,0.2998046875,0.638427734375,0.71435546875,unknown
1713362972.151842,0.29931640625,0.637939453125,0.715576171875,unknown
1713362972.200971,0.311279296875,0.636474609375,0.712890625,unknown
1713362972.231112,0.30126953125,0.634033203125,0.70654296875,unknown
1713362972.279933,0.30712890625,0.638671875,0.7119140625,unknown
1713362972.310959,0.299072265625,0.638427734375,0.7138671875,unknown
1713362972.348973,0.2998046875,0.637939453125,0.7158203125,unknown
1713362972.388774,0.302001953125,0.638671875,0.714599609375,unknown
1713362972.428055,0.302978515625,0.637451171875,0.718017578125,unknown
1713362972.471363,0.299560546875,0.635498046875,0.714111328125,unknown
1713362972.508852,0.299560546875,0.636474609375,0.71484375,unknown
1713362972.549624,0.2978515625,0.635986328125,0.718994140625,unknown
1713362972.590995,0.2978515625,0.637451171875,0.71728515625,unknown
1713362972.631135,0.294677734375,0.63623046875,0.718017578125,unknown
1713362972.668836,0.29150390625,0.634765625,0.711669921875,unknown
1713362972.70996,0.30224609375,0.6416015625,0.720703125,unknown
1713362972.750279,0.29833984375,0.635986328125,0.713623046875,unknown
1713362972.790119,0.301025390625,0.6298828125,0.7138671875,unknown
1713362972.831374,0.290771484375,0.63525390625,0.7158203125,unknown
1713362972.871007,0.290771484375,0.638916015625,0.720947265625,unknown
1713362972.914712,0.302001953125,0.636474609375,0.71484375,unknown
1713362972.957454,0.296630859375,0.63671875,0.71826171875,unknown
1713362972.987886,0.299560546875,0.640380859375,0.721923828125,unknown
1713362973.043717,0.296142578125,0.637939453125,0.71484375,Get ready
1713362973.069921,0.296142578125,0.63671875,0.71533203125,Get ready
1713362973.113697,0.294921875,0.635986328125,0.7197265625,Get ready
1713362973.150498,0.294189453125,0.636962890625,0.72021484375,Get ready
1713362973.193825,0.298828125,0.633544921875,0.716796875,Get ready
1713362973.233125,0.294677734375,0.632080078125,0.714599609375,Get ready
1713362973.271912,0.29736328125,0.636474609375,0.722412109375,Get ready
1713362973.313662,0.29931640625,0.635498046875,0.718505859375,Get ready
1713362973.361929,0.295166015625,0.6357421875,0.721435546875,Get ready
1713362973.398349,0.294921875,0.64013671875,0.717041015625,Get ready
1713362973.436627,0.302734375,0.638427734375,0.7197265625,Get ready
1713362973.472008,0.29443359375,0.635986328125,0.71484375,Get ready
1713362973.523315,0.297119140625,0.63330078125,0.716796875,Get ready
1713362973.552218,0.294189453125,0.634765625,0.71875,Get ready
1713362973.601717,0.29541015625,0.636474609375,0.72021484375,Get ready
1713362973.629098,0.297607421875,0.632080078125,0.709228515625,Get ready
1713362973.677593,0.297119140625,0.639404296875,0.713134765625,Get ready
1713362973.714835,0.300537109375,0.64013671875,0.71630859375,Get ready
1713362973.752562,0.294921875,0.638671875,0.71533203125,Get ready
1713362973.790515,0.298095703125,0.6376953125,0.718017578125,Get ready
1713362973.82982,0.296630859375,0.637939453125,0.715087890625,Get ready
1713362973.869663,0.297119140625,0.634521484375,0.71826171875,Get ready
1713362973.915594,0.293701171875,0.634765625,0.71435546875,Get ready
1713362973.95041,0.298583984375,0.638671875,0.716796875,Get ready
1713362973.990134,0.297607421875,0.638916015625,0.71728515625,Get ready
1713362974.031506,0.29638671875,0.634765625,0.720458984375,Get ready
1713362974.070787,0.299072265625,0.6357421875,0.716796875,Get ready
1713362974.110681,0.29638671875,0.637451171875,0.717041015625,Get ready
1713362974.15189,0.298095703125,0.63623046875,0.71826171875,Get ready
1713362974.190077,0.30322265625,0.634765625,0.7216796875,Get ready
1713362974.231739,0.299072265625,0.640625,0.716552734375,Get ready
1713362974.270652,0.301025390625,0.63818359375,0.718017578125,Get ready
1713362974.307936,0.296630859375,0.6357421875,0.717529296875,Get ready
1713362974.348618,0.301025390625,0.631591796875,0.71630859375,Get ready
1713362974.387874,0.288330078125,0.640380859375,0.721435546875,Get ready
1713362974.430111,0.27197265625,0.655029296875,0.73681640625,Get ready
1713362974.469619,0.271240234375,0.656494140625,0.718017578125,Get ready
1713362974.50912,0.312255859375,0.64111328125,0.748291015625,Get ready
1713362974.549297,0.28466796875,0.64453125,0.733154296875,Get ready
1713362974.596127,0.292724609375,0.645751953125,0.732421875,Get ready
1713362974.630206,0.26123046875,0.625,0.716552734375,Get ready
1713362974.670745,0.296875,0.598388671875,0.7021484375,Get ready
1713362974.710881,0.287109375,0.624267578125,0.743408203125,Get ready
1713362974.751663,0.236572265625,0.5869140625,0.709228515625,Get ready
1713362974.791983,0.2607421875,0.605224609375,0.750244140625,Get ready
1713362974.831575,0.263427734375,0.600341796875,0.734619140625,Get ready
1713362974.871172,0.2587890625,0.596923828125,0.741943359375,Get ready
1713362974.912159,0.25830078125,0.612060546875,0.737060546875,Get ready
1713362974.952312,0.260009765625,0.625,0.74560546875,Get ready
1713362974.992934,0.244140625,0.637451171875,0.750244140625,Get ready
1713362975.028763,0.243896484375,0.64404296875,0.73291015625,Get ready
1713362975.070208,0.264404296875,0.6494140625,0.7392578125,Get ready
1713362975.110506,0.241455078125,0.640625,0.733642578125,Get ready
1713362975.150554,0.263916015625,0.630859375,0.73193359375,Get ready
1713362975.190437,0.24365234375,0.623046875,0.74072265625,Get ready
1713362975.231513,0.24462890625,0.620849609375,0.75146484375,Get ready
1713362975.274706,0.238525390625,0.614990234375,0.7568359375,Get ready
1713362975.31102,0.23876953125,0.613037109375,0.757080078125,Get ready
