ts,x_ear,y_ear,z_ear,label
1713362544.963733,0.58984375,0.773681640625,0.301513671875,unknown
1713362544.963752,0.5859375,0.76708984375,0.3095703125,unknown
1713362544.984967,0.583984375,0.76611328125,0.312255859375,unknown
1713362545.024797,0.584716796875,0.759033203125,0.30615234375,unknown
1713362545.106595,0.58642578125,0.75927734375,0.3056640625,unknown
1713362545.106628,0.593017578125,0.7626953125,0.30322265625,unknown
1713362545.145771,0.579833984375,0.755615234375,0.2998046875,unknown
1713362545.186739,0.5869140625,0.760986328125,0.306396484375,unknown
1713362545.227211,0.580078125,0.7578125,0.3017578125,unknown
1713362545.265867,0.581787109375,0.758056640625,0.3046875,unknown
1713362545.305834,0.583984375,0.763671875,0.30126953125,unknown
1713362545.348789,0.58544921875,0.77197265625,0.30419921875,unknown
1713362545.447989,0.58203125,0.76953125,0.299560546875,unknown
1713362545.448212,0.588134765625,0.765625,0.30126953125,unknown
1713362545.470788,0.58251953125,0.766845703125,0.301513671875,unknown
1713362545.508761,0.574951171875,0.76513671875,0.295166015625,unknown
1713362545.556709,0.586669921875,0.767578125,0.296875,unknown
1713362545.588719,0.5771484375,0.76953125,0.30078125,unknown
1713362545.624835,0.57373046875,0.771728515625,0.305908203125,unknown
1713362545.672751,0.568359375,0.77294921875,0.311767578125,unknown
1713362545.707585,0.5830078125,0.771240234375,0.306884765625,unknown
1713362545.748615,0.5927734375,0.77099609375,0.30517578125,unknown
1713362545.789813,0.599365234375,0.75732421875,0.296630859375,unknown
1713362545.825712,0.586669921875,0.756591796875,0.297119140625,unknown
1713362545.865986,0.583984375,0.7607421875,0.30419921875,unknown
1713362545.911907,0.5810546875,0.76318359375,0.3046875,unknown
1713362545.949268,0.5849609375,0.76708984375,0.308349609375,unknown
1713362545.989843,0.580078125,0.761474609375,0.307861328125,unknown
1713362546.028399,0.582275390625,0.763916015625,0.307861328125,Get ready
1713362546.069692,0.57470703125,0.7646484375,0.310791015625,Get ready
1713362546.104906,0.568603515625,0.765380859375,0.31396484375,Get ready
1713362546.150557,0.576416015625,0.77197265625,0.313232421875,Get ready
1713362546.184729,0.580078125,0.7734375,0.31396484375,Get ready
1713362546.225827,0.58203125,0.768798828125,0.311279296875,Get ready
1713362546.266949,0.582275390625,0.763916015625,0.30712890625,Get ready
1713362546.310011,0.585693359375,0.766357421875,0.30859375,Get ready
1713362546.347491,0.57177734375,0.772705078125,0.30712890625,Get ready
1713362546.387591,0.576171875,0.7734375,0.311279296875,Get ready
1713362546.428881,0.574462890625,0.768310546875,0.3056640625,Get ready
1713362546.46973,0.576171875,0.766357421875,0.313232421875,Get ready
1713362546.511441,0.5751953125,0.767333984375,0.3134765625,Get ready
1713362546.556083,0.57861328125,0.767822265625,0.307861328125,Get ready
1713362546.588912,0.570068359375,0.766845703125,0.311767578125,Get ready
1713362546.628869,0.575927734375,0.771484375,0.3125,Get ready
1713362546.677239,0.577880859375,0.767822265625,0.3134765625,Get ready
1713362546.706785,0.575439453125,0.76708984375,0.3095703125,Get ready
1713362546.747346,0.576416015625,0.770263671875,0.314453125,Get ready
1713362546.786582,0.571533203125,0.767333984375,0.314208984375,Get ready
1713362546.829977,0.575927734375,0.767578125,0.312744140625,Get ready
1713362546.870157,0.57568359375,0.76806640625,0.3134765625,Get ready
1713362546.912339,0.573486328125,0.76611328125,0.310791015625,Get ready
1713362546.948414,0.57080078125,0.76708984375,0.314697265625,Get ready
1713362546.988562,0.57568359375,0.769287109375,0.3173828125,Get ready
1713362547.028009,0.574951171875,0.765869140625,0.31982421875,Get ready
1713362547.068527,0.565185546875,0.76611328125,0.315673828125,Get ready
1713362547.109627,0.57373046875,0.772705078125,0.31884765625,Get ready
1713362547.147861,0.572998046875,0.7724609375,0.318603515625,Get ready
1713362547.18771,0.578125,0.76904296875,0.311767578125,Get ready
1713362547.232456,0.577392578125,0.762939453125,0.308349609375,Get ready
1713362547.269522,0.57470703125,0.7646484375,0.316162109375,Get ready
1713362547.320191,0.574951171875,0.76611328125,0.3095703125,Get ready
1713362547.355003,0.58251953125,0.770263671875,0.309814453125,Get ready
1713362547.389817,0.571533203125,0.767333984375,0.30615234375,Get ready
1713362547.429605,0.576171875,0.775146484375,0.31591796875,Get ready
1713362547.467976,0.56884765625,0.7724609375,0.321044921875,Get ready
1713362547.513883,0.572509765625,0.76806640625,0.31884765625,Get ready
1713362547.553843,0.58203125,0.772216796875,0.3125,Get ready
1713362547.591384,0.588134765625,0.7626953125,0.299560546875,Get ready
1713362547.630493,0.586669921875,0.757568359375,0.28857421875,Get ready
1713362547.671991,0.58349609375,0.7626953125,0.302490234375,Get ready
1713362547.711901,0.566162109375,0.7587890625,0.313232421875,Get ready
1713362547.750071,0.56298828125,0.758056640625,0.325439453125,Get ready
1713362547.790912,0.54931640625,0.76171875,0.339111328125,Get ready
1713362547.832415,0.5595703125,0.772216796875,0.33740234375,Get ready
1713362547.870769,0.55078125,0.770263671875,0.32275390625,Get ready
1713362547.910845,0.518310546875,0.78759765625,0.3525390625,Get ready
1713362547.951775,0.526123046875,0.802978515625,0.347412109375,Get ready
1713362547.990923,0.53759765625,0.798095703125,0.337158203125,Get ready
1713362548.030786,0.54150390625,0.799560546875,0.341796875,Get ready
1713362548.069779,0.545654296875,0.791015625,0.332763671875,Get ready
1713362548.109352,0.54345703125,0.78955078125,0.33154296875,Get ready
1713362548.147985,0.54736328125,0.78564453125,0.33642578125,Get ready
1713362548.190005,0.549560546875,0.7822265625,0.329345703125,Get ready
1713362548.229338,0.558837890625,0.772705078125,0.3232421875,Get ready
1713362548.269159,0.547607421875,0.772705078125,0.33056640625,Get ready
1713362548.309732,0.54443359375,0.770263671875,0.334716796875,Get ready
1713362548.351692,0.54541015625,0.775634765625,0.341552734375,Get ready
1713362548.390538,0.543701171875,0.784912109375,0.34814453125,Get ready
1713362548.43011,0.545166015625,0.78076171875,0.342529296875,Get ready
1713362548.469936,0.53076171875,0.775146484375,0.332763671875,Get ready
1713362548.511782,0.533935546875,0.783447265625,0.340087890625,Get ready
1713362548.550957,0.52685546875,0.786376953125,0.3408203125,Get ready
1713362548.591585,0.52197265625,0.787353515625,0.347412109375,Get ready
1713362548.637002,0.5283203125,0.796142578125,0.354248046875,Get ready
1713362548.67254,0.525390625,0.7880859375,0.3408203125,Get ready
1713362548.70882,0.53662109375,0.79833984375,0.33837890625,Get ready
1713362548.759644,0.52978515625,0.79833984375,0.337646484375,Get ready
1713362548.790914,0.54345703125,0.790771484375,0.330322265625,Get ready
1713362548.842047,0.552978515625,0.778564453125,0.32275390625,Get ready
1713362548.870938,0.546630859375,0.77685546875,0.334228515625,Get ready
1713362548.919235,0.530517578125,0.783447265625,0.35009765625,Get ready
1713362548.951806,0.51806640625,0.788818359375,0.35546875,Get ready
1713362548.993401,0.510986328125,0.797119140625,0.356201171875,Get ready
1713362549.034788,0.515380859375,0.7861328125,0.343994140625,Get ready
1713362549.076856,0.500732421875,0.79248046875,0.35400390625,Get ready
1713362549.113429,0.516845703125,0.790283203125,0.355224609375,Get ready
1713362549.151759,0.532470703125,0.7822265625,0.353515625,Get ready
1713362549.200353,0.52734375,0.78466796875,0.356201171875,Get ready
1713362549.237133,0.538818359375,0.790771484375,0.34716796875,Get ready
1713362549.27266,0.5341796875,0.78515625,0.348388671875,Get ready
1713362549.311252,0.546630859375,0.78125,0.34765625,Get ready
1713362549.349743,0.533935546875,0.78125,0.347900390625,Get ready
1713362549.390992,0.55419921875,0.78173828125,0.33837890625,Get ready
1713362549.431587,0.544921875,0.77978515625,0.339599609375,Get ready
1713362549.469191,0.564697265625,0.783203125,0.333984375,Get ready
1713362549.511695,0.565673828125,0.75732421875,0.3359375,Get ready
1713362549.550579,0.5537109375,0.760498046875,0.338623046875,Get ready
1713362549.593674,0.54296875,0.761962890625,0.3359375,Get ready
1713362549.632181,0.56396484375,0.76123046875,0.355712890625,Get ready
1713362549.673349,0.545166015625,0.745361328125,0.36328125,Get ready
1713362549.710873,0.552490234375,0.744873046875,0.354248046875,Get ready
1713362549.751067,0.578125,0.73828125,0.35888671875,Get ready
1713362549.791096,0.5634765625,0.74267578125,0.369384765625,Get ready
1713362549.832269,0.560791015625,0.754150390625,0.371826171875,Get ready
1713362549.873246,0.559326171875,0.765380859375,0.365478515625,Get ready
1713362549.914397,0.57373046875,0.77294921875,0.35986328125,Get ready
1713362549.950969,0.576904296875,0.775634765625,0.331298828125,Get ready
1713362549.990996,0.57275390625,0.774169921875,0.3212890625,Get ready
1713362550.030567,0.571044921875,0.7802734375,0.3115234375,Get ready
1713362550.069936,0.571533203125,0.771728515625,0.305908203125,Get ready
1713362550.108913,0.582763671875,0.760986328125,0.29931640625,Get ready
1713362550.151711,0.576904296875,0.751220703125,0.318359375,Get ready
1713362550.191338,0.57275390625,0.7587890625,0.33544921875,Get ready
1713362550.233018,0.5751953125,0.763916015625,0.34326171875,Get ready
1713362550.282804,0.576416015625,0.760009765625,0.341552734375,Get ready
1713362550.311198,0.595947265625,0.755615234375,0.33447265625,Get ready
1713362550.358753,0.5927734375,0.740234375,0.32373046875,Get ready
1713362550.396195,0.604248046875,0.744873046875,0.314697265625,Get ready
1713362550.434827,0.6171875,0.7490234375,0.298095703125,Get ready
1713362550.472438,0.62109375,0.74658203125,0.28369140625,Get ready
1713362550.512799,0.577880859375,0.7080078125,0.29638671875,Get ready
1713362550.552554,0.6279296875,0.695068359375,0.353271484375,Get ready
1713362550.591574,0.608642578125,0.71630859375,0.33447265625,Get ready
1713362550.630166,0.621826171875,0.757568359375,0.30078125,Get ready
1713362550.669393,0.611083984375,0.781005859375,0.280517578125,Get ready
1713362550.709269,0.630126953125,0.77685546875,0.247802734375,Get ready
1713362550.752993,0.626708984375,0.77685546875,0.215576171875,Get ready
1713362550.790149,0.596923828125,0.77685546875,0.2001953125,Get ready
1713362550.830127,0.640380859375,0.77392578125,0.186767578125,Get ready
1713362550.871155,0.626708984375,0.770751953125,0.181396484375,Get ready
1713362550.913603,0.631591796875,0.764892578125,0.19677734375,Get ready
1713362550.952319,0.631591796875,0.757080078125,0.2177734375,Get ready
1713362550.992081,0.629638671875,0.74755859375,0.23828125,Get ready
1713362551.031634,0.6240234375,0.744384765625,0.259033203125,Get ready
1713362551.076211,0.643310546875,0.747314453125,0.283447265625,Get ready
1713362551.11288,0.628662109375,0.74462890625,0.283935546875,Get ready
1713362551.153206,0.636962890625,0.733642578125,0.27587890625,Get ready
1713362551.192665,0.6494140625,0.72314453125,0.282470703125,Get ready
1713362551.233057,0.63818359375,0.703125,0.262451171875,Get ready
1713362551.274594,0.6513671875,0.714599609375,0.256591796875,Get ready
1713362551.310679,0.664794921875,0.72265625,0.233154296875,Get ready
1713362551.34873,0.64697265625,0.72216796875,0.24609375,Get ready
1713362551.392411,0.642578125,0.713623046875,0.26611328125,Get ready
