Time [s],Channel 3
0.000078562,0.023
0.000878562,0.013
0.001678562,0.013
0.002478562,0.008
0.003278562,0.013
0.004078562,0.002
0.004878562,-0.008
0.005678562,-0.018
0.006478562,-0.023
0.007278562,-0.039
0.008078562,-0.044
0.008878562,-0.049
0.009678562,-0.064
0.010478562,-0.064
0.011278562,-0.049
0.012078562,-0.054
0.012878562,-0.054
0.013678562,-0.039
0.014478562,-0.044
0.015278562,-0.033
0.016078562,-0.028
0.016878562,0.008
0.017678562,-0.008
0.018478562,0.002
0.019278562,0.008
0.020078562,0.018
0.020878562,0.008
0.021678562,0.013
0.022478562,0.018
0.023278562,0.013
0.024078562,-0.003
0.024878562,-0.008
0.025678562,-0.023
0.026478562,-0.018
0.027278562,-0.039
0.028078562,-0.044
0.028878562,-0.054
0.029678562,-0.064
0.030478562,-0.059
0.031278562,-0.049
0.032078562,-0.059
0.032878562,-0.054
0.033678562,-0.039
0.034478562,-0.039
0.035278562,-0.033
0.036078562,-0.033
0.036878562,0.008
0.037678562,-0.008
0.038478562,0.002
0.039278562,0.008
0.040078562,0.018
0.040878562,0.002
0.041678562,0.008
0.042478562,0.008
0.043278562,0.013
0.044078562,0.002
0.044878562,-0.018
0.045678562,-0.018
0.046478562,-0.018
0.047278562,-0.039
0.048078562,-0.044
0.048878562,-0.049
0.049678562,-0.059
0.050478562,-0.059
0.051278562,-0.049
0.052078562,-0.059
0.052878562,-0.049
0.053678562,-0.049
0.054478562,-0.039
0.055278562,-0.039
0.056078562,-0.028
0.056878562,0.002
0.057678562,-0.008
0.058478562,-0.003
0.059278562,0.008
0.060078562,0.023
0.060878562,0.002
0.061678562,0.013
0.062478562,0.008
0.063278562,0.018
0.064078562,-0.003
0.064878562,-0.013
0.065678562,-0.023
0.066478562,-0.018
0.067278562,-0.044
0.068078562,-0.049
0.068878562,-0.044
0.069678562,-0.059
0.070478562,-0.054
0.071278562,-0.054
0.072078562,-0.049
0.072878562,-0.049
0.073678562,-0.049
0.074478562,-0.039
0.075278562,-0.033
0.076078562,-0.028
0.076878562,-0.003
0.077678562,-0.008
0.078478562,-0.003
0.079278562,0.013
0.080078562,0.023
0.080878562,0.002
0.081678562,0.008
0.082478562,0.008
0.083278562,0.013
0.084078562,-0.003
0.084878562,-0.008
0.085678562,-0.018
0.086478562,-0.023
0.087278562,-0.039
0.088078562,-0.044
0.088878562,-0.049
0.089678562,-0.054
0.090478562,-0.059
0.091278562,-0.054
0.092078562,-0.049
0.092878562,-0.044
0.093678562,-0.044
0.094478562,-0.044
0.095278562,-0.033
0.096078562,-0.023
0.096878562,0.002
0.097678562,-0.008
0.098478562,0.002
0.099278562,0.013
0.100078562,0.023
0.100878562,0.002
0.101678562,0.008
0.102478562,0.008
0.103278562,0.018
0.104078562,0.002
0.104878562,-0.013
0.105678562,-0.013
0.106478562,-0.018
0.107278562,-0.044
0.108078562,-0.039
0.108878562,-0.049
0.109678562,-0.054
0.110478562,-0.059
0.111278562,-0.049
0.112078562,-0.054
0.112878562,-0.044
0.113678562,-0.044
0.114478562,-0.044
0.115278562,-0.028
0.116078562,-0.028
0.116878562,0.002
0.117678562,-0.013
0.118478562,-0.003
0.119278562,0.013
0.120078562,0.018
0.120878562,-0.003
0.121678562,0.013
0.122478562,0.013
0.123278562,0.018
0.124078562,0.002
0.124878562,-0.013
0.125678562,-0.013
0.126478562,-0.018
0.127278562,-0.039
0.128078562,-0.044
0.128878562,-0.049
0.129678562,-0.054
0.130478562,-0.054
0.131278562,-0.054
0.132078562,-0.054
0.132878562,-0.049
0.133678562,-0.044
0.134478562,-0.039
0.135278562,-0.033
0.136078562,-0.033
0.136878562,0.002
0.137678562,-0.008
0.138478562,-0.003
0.139278562,0.013
0.140078562,0.023
0.140878562,0.002
0.141678562,0.013
0.142478562,0.008
0.143278562,0.013
0.144078562,0.002
0.144878562,-0.008
0.145678562,-0.013
0.146478562,-0.018
0.147278562,-0.039
0.148078562,-0.044
0.148878562,-0.049
0.149678562,-0.054
0.150478562,-0.054
0.151278562,-0.049
0.152078562,-0.054
0.152878562,-0.044
0.153678562,-0.044
0.154478562,-0.039
0.155278562,-0.028
0.156078562,-0.023
0.156878562,0.002
0.157678562,-0.008
0.158478562,-0.003
0.159278562,0.008
0.160078562,0.018
0.160878562,0.002
0.161678562,0.013
0.162478562,0.013
0.163278562,0.013
0.164078562,0.002
0.164878562,-0.013
0.165678562,-0.018
0.166478562,-0.023
0.167278562,-0.039
0.168078562,-0.044
0.168878562,-0.049
0.169678562,-0.054
0.170478562,-0.059
0.171278562,-0.049
0.172078562,-0.049
0.172878562,-0.044
0.173678562,-0.044
0.174478562,-0.039
0.175278562,-0.033
0.176078562,-0.023
0.176878562,0.002
0.177678562,-0.008
0.178478562,-0.003
0.179278562,0.008
0.180078562,0.023
0.180878562,-0.003
0.181678562,0.008
0.182478562,0.013
0.183278562,0.013
0.184078562,0.002
0.184878562,-0.008
0.185678562,-0.018
0.186478562,-0.018
0.187278562,-0.044
0.188078562,-0.044
0.188878562,-0.044
0.189678562,-0.054
0.190478562,-0.059
0.191278562,-0.054
0.192078562,-0.049
0.192878562,-0.049
0.193678562,-0.044
0.194478562,-0.039
0.195278562,-0.033
0.196078562,-0.023
0.196878562,-0.003
0.197678562,-0.008
0.198478562,-0.003
0.199278562,0.013
0.200078562,0.018
0.200878562,-0.003
0.201678562,0.008
0.202478562,0.013
0.203278562,0.013
0.204078562,0.002
0.204878562,-0.008
0.205678562,-0.013
0.206478562,-0.018
0.207278562,-0.039
0.208078562,-0.044
0.208878562,-0.044
0.209678562,-0.054
0.210478562,-0.059
0.211278562,-0.049
0.212078562,-0.054
0.212878562,-0.049
0.213678562,-0.044
0.214478562,-0.039
0.215278562,-0.033
0.216078562,-0.028
0.216878562,0.002
0.217678562,-0.013
0.218478562,-0.003
0.219278562,0.008
0.220078562,0.023
0.220878562,-0.003
0.221678562,0.013
0.222478562,0.008
0.223278562,0.013
0.224078562,-0.003
0.224878562,-0.008
0.225678562,-0.018
0.226478562,-0.018
0.227278562,-0.039
0.228078562,-0.044
0.228878562,-0.044
0.229678562,-0.054
0.230478562,-0.059
0.231278562,-0.049
0.232078562,-0.049
0.232878562,-0.049
0.233678562,-0.049
0.234478562,-0.039
0.235278562,-0.033
0.236078562,-0.023
0.236878562,0.002
0.237678562,-0.013
0.238478562,-0.003
0.239278562,0.013
0.240078562,0.023
0.240878562,-0.003
0.241678562,0.013
0.242478562,0.008
0.243278562,0.013
0.244078562,0.002
0.244878562,-0.008
0.245678562,-0.018
0.246478562,-0.018
0.247278562,-0.039
0.248078562,-0.044
0.248878562,-0.039
0.249678562,-0.054
0.250478562,-0.059
0.251278562,-0.049
0.252078562,-0.049
0.252878562,-0.044
0.253678562,-0.044
0.254478562,-0.039
0.255278562,-0.033
0.256078562,-0.028
0.256878562,-0.003
0.257678562,-0.013
0.258478562,-0.003
0.259278562,0.013
0.260078562,0.018
0.260878562,-0.003
0.261678562,0.013
0.262478562,0.013
0.263278562,0.018
0.264078562,0.002
0.264878562,-0.013
0.265678562,-0.013
0.266478562,-0.023
0.267278562,-0.039
0.268078562,-0.039
0.268878562,-0.039
0.269678562,-0.059
0.270478562,-0.059
0.271278562,-0.049
0.272078562,-0.054
0.272878562,-0.049
0.273678562,-0.044
0.274478562,-0.039
0.275278562,-0.033
0.276078562,-0.028
0.276878562,-0.003
0.277678562,-0.013
0.278478562,-0.003
0.279278562,0.008
0.280078562,0.018
0.280878562,-0.003
0.281678562,0.013
0.282478562,0.008
0.283278562,0.013
0.284078562,-0.003
0.284878562,-0.008
0.285678562,-0.018
0.286478562,-0.018
0.287278562,-0.044
0.288078562,-0.044
0.288878562,-0.039
0.289678562,-0.054
0.290478562,-0.054
0.291278562,-0.044
0.292078562,-0.054
0.292878562,-0.044
0.293678562,-0.044
0.294478562,-0.039
0.295278562,-0.033
0.296078562,-0.028
0.296878562,-0.003
0.297678562,-0.018
0.298478562,0.008
0.299278562,0.008
0.300078562,0.018
0.300878562,-0.003
0.301678562,0.013
0.302478562,0.008
0.303278562,0.013
0.304078562,0.002
0.304878562,-0.008
0.305678562,-0.013
0.306478562,-0.018
0.307278562,-0.044
0.308078562,-0.044
0.308878562,-0.039
0.309678562,-0.054
0.310478562,-0.054
0.311278562,-0.044
0.312078562,-0.049
0.312878562,-0.044
0.313678562,-0.044
0.314478562,-0.039
0.315278562,-0.033
0.316078562,-0.028
0.316878562,-0.008
0.317678562,-0.013
0.318478562,0.002
0.319278562,0.008
0.320078562,0.018
0.320878562,0.002
0.321678562,0.013
0.322478562,0.008
0.323278562,0.013
0.324078562,-0.003
0.324878562,-0.008
0.325678562,-0.013
0.326478562,-0.023
0.327278562,-0.044
0.328078562,-0.039
0.328878562,-0.039
0.329678562,-0.059
0.330478562,-0.059
0.331278562,-0.044
0.332078562,-0.054
0.332878562,-0.049
0.333678562,-0.044
0.334478562,-0.039
0.335278562,-0.033
0.336078562,-0.028
0.336878562,-0.008
0.337678562,-0.018
0.338478562,0.008
0.339278562,0.008
0.340078562,0.018
0.340878562,0.002
0.341678562,0.018
0.342478562,0.013
0.343278562,0.013
0.344078562,0.002
0.344878562,-0.013
0.345678562,-0.013
0.346478562,-0.023
0.347278562,-0.039
0.348078562,-0.044
0.348878562,-0.039
0.349678562,-0.059
0.350478562,-0.054
0.351278562,-0.044
0.352078562,-0.054
0.352878562,-0.049
0.353678562,-0.044
0.354478562,-0.039
0.355278562,-0.033
0.356078562,-0.028
0.356878562,-0.008
0.357678562,-0.013
0.358478562,-0.003
0.359278562,0.008
0.360078562,0.023
0.360878562,-0.003
0.361678562,0.013
0.362478562,0.013
0.363278562,0.018
0.364078562,0.002
0.364878562,-0.013
0.365678562,-0.018
0.366478562,-0.023
0.367278562,-0.044
0.368078562,-0.039
0.368878562,-0.044
0.369678562,-0.054
0.370478562,-0.054
0.371278562,-0.044
0.372078562,-0.054
0.372878562,-0.039
0.373678562,-0.044
0.374478562,-0.039
0.375278562,-0.033
0.376078562,-0.028
0.376878562,-0.008
0.377678562,-0.008
0.378478562,0.008
0.379278562,-0.003
0.380078562,0.018
0.380878562,0.008
0.381678562,0.008
0.382478562,0.013
0.383278562,0.018
0.384078562,-0.003
0.384878562,-0.008
0.385678562,-0.013
0.386478562,-0.023
0.387278562,-0.044
0.388078562,-0.039
0.388878562,-0.039
0.389678562,-0.054
0.390478562,-0.054
0.391278562,-0.044
0.392078562,-0.049
0.392878562,-0.044
0.393678562,-0.044
0.394478562,-0.039
0.395278562,-0.033
0.396078562,-0.028
0.396878562,-0.008
0.397678562,-0.013
0.398478562,0.002
0.399278562,0.002
0.400078562,0.018
0.400878562,0.002
0.401678562,0.013
0.402478562,0.008
0.403278562,0.018
0.404078562,-0.003
0.404878562,-0.008
0.405678562,-0.018
0.406478562,-0.018
0.407278562,-0.044
0.408078562,-0.039
0.408878562,-0.044
0.409678562,-0.054
0.410478562,-0.054
0.411278562,-0.044
0.412078562,-0.054
0.412878562,-0.044
0.413678562,-0.044
0.414478562,-0.039
0.415278562,-0.033
0.416078562,-0.028
0.416878562,-0.008
0.417678562,-0.013
0.418478562,0.008
0.419278562,0.002
0.420078562,0.023
0.420878562,-0.003
0.421678562,0.008
0.422478562,0.013
0.423278562,0.018
0.424078562,0.002
0.424878562,-0.013
0.425678562,-0.018
0.426478562,-0.023
0.427278562,-0.044
0.428078562,-0.039
0.428878562,-0.049
0.429678562,-0.054
0.430478562,-0.054
0.431278562,-0.044
0.432078562,-0.054
0.432878562,-0.039
0.433678562,-0.039
0.434478562,-0.044
0.435278562,-0.039
0.436078562,-0.028
0.436878562,-0.008
0.437678562,-0.008
0.438478562,0.002
0.439278562,0.002
0.440078562,0.018
0.440878562,0.002
0.441678562,0.002
0.442478562,0.008
0.443278562,0.013
0.444078562,0.002
0.444878562,-0.008
0.445678562,-0.013
0.446478562,-0.018
0.447278562,-0.044
0.448078562,-0.039
0.448878562,-0.039
0.449678562,-0.049
0.450478562,-0.049
0.451278562,-0.049
0.452078562,-0.049
0.452878562,-0.044
0.453678562,-0.044
0.454478562,-0.044
0.455278562,-0.039
0.456078562,-0.028
0.456878562,-0.013
0.457678562,-0.013
0.458478562,-0.003
0.459278562,0.002
0.460078562,0.018
0.460878562,0.002
0.461678562,0.002
0.462478562,0.013
0.463278562,0.013
0.464078562,0.002
0.464878562,-0.008
0.465678562,-0.013
0.466478562,-0.023
0.467278562,-0.049
0.468078562,-0.039
0.468878562,-0.044
0.469678562,-0.049
0.470478562,-0.049
0.471278562,-0.044
0.472078562,-0.054
0.472878562,-0.039
0.473678562,-0.049
0.474478562,-0.039
0.475278562,-0.033
0.476078562,-0.028
0.476878562,-0.008
0.477678562,-0.013
0.478478562,0.002
0.479278562,-0.003
0.480078562,0.018
0.480878562,0.002
0.481678562,0.008
0.482478562,0.013
0.483278562,0.013
0.484078562,-0.003
0.484878562,-0.008
0.485678562,-0.013
0.486478562,-0.023
0.487278562,-0.044
0.488078562,-0.039
0.488878562,-0.039
0.489678562,-0.054
0.490478562,-0.049
0.491278562,-0.049
0.492078562,-0.054
0.492878562,-0.039
0.493678562,-0.044
0.494478562,-0.039
0.495278562,-0.033
0.496078562,-0.028
0.496878562,-0.013
0.497678562,-0.008
0.498478562,-0.003
0.499278562,0.002
0.500078562,0.023
0.500878562,-0.003
0.501678562,0.008
0.502478562,0.008
0.503278562,0.013
0.504078562,0.002
0.504878562,-0.013
0.505678562,-0.013
0.506478562,-0.018
0.507278562,-0.044
0.508078562,-0.039
0.508878562,-0.044
0.509678562,-0.049
0.510478562,-0.049
0.511278562,-0.049
0.512078562,-0.049
0.512878562,-0.044
0.513678562,-0.049
0.514478562,-0.044
0.515278562,-0.033
0.516078562,-0.033
0.516878562,-0.013
0.517678562,-0.013
0.518478562,0.002
0.519278562,0.002
0.520078562,0.023
0.520878562,0.002
0.521678562,0.002
0.522478562,0.013
0.523278562,0.018
0.524078562,-0.003
0.524878562,-0.008
0.525678562,-0.023
0.526478562,-0.023
0.527278562,-0.044
0.528078562,-0.039
0.528878562,-0.044
0.529678562,-0.049
0.530478562,-0.054
0.531278562,-0.049
0.532078562,-0.054
0.532878562,-0.039
0.533678562,-0.044
0.534478562,-0.044
0.535278562,-0.033
0.536078562,-0.028
0.536878562,-0.013
0.537678562,-0.013
0.538478562,-0.003
0.539278562,0.002
0.540078562,0.023
0.540878562,0.008
0.541678562,0.002
0.542478562,0.013
0.543278562,0.013
0.544078562,0.002
0.544878562,-0.008
0.545678562,-0.013
0.546478562,-0.018
0.547278562,-0.044
0.548078562,-0.039
0.548878562,-0.044
0.549678562,-0.049
0.550478562,-0.049
0.551278562,-0.054
0.552078562,-0.054
0.552878562,-0.039
0.553678562,-0.049
0.554478562,-0.039
0.555278562,-0.039
0.556078562,-0.023
0.556878562,-0.018
0.557678562,-0.008
0.558478562,0.002
0.559278562,0.008
0.560078562,0.023
0.560878562,0.002
0.561678562,0.002
0.562478562,0.013
0.563278562,0.008
0.564078562,-0.003
0.564878562,-0.003
0.565678562,-0.013
0.566478562,-0.023
0.567278562,-0.049
0.568078562,-0.039
0.568878562,-0.044
0.569678562,-0.044
0.570478562,-0.049
0.571278562,-0.049
0.572078562,-0.049
0.572878562,-0.044
0.573678562,-0.049
0.574478562,-0.044
0.575278562,-0.033
0.576078562,-0.028
0.576878562,-0.018
0.577678562,-0.013
0.578478562,-0.003
0.579278562,0.008
0.580078562,0.023
0.580878562,0.002
0.581678562,0.002
0.582478562,0.008
0.583278562,0.013
0.584078562,-0.003
0.584878562,-0.003
0.585678562,-0.018
0.586478562,-0.018
0.587278562,-0.049
0.588078562,-0.039
0.588878562,-0.039
0.589678562,-0.044
0.590478562,-0.049
0.591278562,-0.054
0.592078562,-0.049
0.592878562,-0.049
0.593678562,-0.049
0.594478562,-0.044
0.595278562,-0.033
0.596078562,-0.033
0.596878562,-0.013
0.597678562,-0.013
0.598478562,0.002
0.599278562,0.002
0.600078562,0.023
0.600878562,0.008
0.601678562,0.002
0.602478562,0.008
0.603278562,0.008
0.604078562,-0.003
0.604878562,-0.003
0.605678562,-0.013
0.606478562,-0.018
0.607278562,-0.049
0.608078562,-0.039
0.608878562,-0.044
0.609678562,-0.044
0.610478562,-0.049
0.611278562,-0.049
0.612078562,-0.049
0.612878562,-0.044
0.613678562,-0.049
0.614478562,-0.039
0.615278562,-0.039
0.616078562,-0.028
0.616878562,-0.013
0.617678562,-0.008
0.618478562,0.002
0.619278562,0.008
0.620078562,0.018
0.620878562,0.008
0.621678562,0.002
0.622478562,0.013
0.623278562,0.008
0.624078562,-0.003
0.624878562,-0.008
0.625678562,-0.013
0.626478562,-0.023
0.627278562,-0.044
0.628078562,-0.039
0.628878562,-0.039
0.629678562,-0.044
0.630478562,-0.054
0.631278562,-0.049
0.632078562,-0.049
0.632878562,-0.044
0.633678562,-0.049
0.634478562,-0.039
0.635278562,-0.033
0.636078562,-0.028
0.636878562,-0.018
0.637678562,-0.008
0.638478562,0.002
0.639278562,0.013
0.640078562,0.018
0.640878562,0.008
0.641678562,0.008
0.642478562,0.013
0.643278562,0.013
0.644078562,0.002
0.644878562,-0.003
0.645678562,-0.013
0.646478562,-0.018
0.647278562,-0.049
0.648078562,-0.039
0.648878562,-0.044
0.649678562,-0.044
0.650478562,-0.054
0.651278562,-0.054
0.652078562,-0.049
0.652878562,-0.049
0.653678562,-0.044
0.654478562,-0.039
0.655278562,-0.039
0.656078562,-0.028
0.656878562,-0.018
0.657678562,-0.013
0.658478562,0.002
0.659278562,0.013
0.660078562,0.018
0.660878562,0.013
0.661678562,0.002
0.662478562,0.013
0.663278562,0.008
0.664078562,0.002
0.664878562,-0.008
0.665678562,-0.018
0.666478562,-0.023
0.667278562,-0.049
0.668078562,-0.039
0.668878562,-0.039
0.669678562,-0.044
0.670478562,-0.059
0.671278562,-0.054
0.672078562,-0.054
0.672878562,-0.044
0.673678562,-0.044
0.674478562,-0.039
0.675278562,-0.033
0.676078562,-0.028
0.676878562,-0.018
0.677678562,-0.013
0.678478562,-0.003
0.679278562,0.002
0.680078562,0.018
0.680878562,0.018
0.681678562,0.002
0.682478562,0.008
0.683278562,0.013
0.684078562,0.002
0.684878562,-0.008
0.685678562,-0.013
0.686478562,-0.023
0.687278562,-0.049
0.688078562,-0.039
0.688878562,-0.039
