label,m_temp,m_pd,m_accel_x,m_accel_y,m_accel_z,m_vdda
Get ready,24.0325,814.9450549450551,15780,3060,-2904,2.7
Get ready,24.095,564.3956043956046,16000,1876,-628,2.7
Get ready,25.47,894.7252747252747,14716,2312,948,2.7
Get ready,29.595,532.7472527472529,16148,3196,2468,2.7
Get ready,30.2825,541.3186813186815,16000,3028,1400,2.7
Get ready,30.9075,539.3406593406595,16076,3220,1352,2.7
Get ready,31.345,541.3186813186815,15984,3172,1264,2.7
Get ready,31.47,536.7032967032967,15956,3204,912,2.7
Get ready,31.6575,539.3406593406595,15956,2872,1460,2.7
Get ready,31.9075,540.0,15872,2848,1376,2.7
Get ready,31.9075,534.7252747252749,15868,2896,1396,2.7
Get ready,32.2825,540.0,15796,3084,1528,2.7
Get ready,32.4075,547.2527472527472,15796,2696,1464,2.7
Get ready,32.5325,540.0,16024,2780,1188,2.7
Get ready,32.86,520.0,15912,2712,992,2.6
Get ready,32.86,520.6349206349206,15936,2732,840,2.6
Get ready,33.11,523.1746031746031,15984,2804,912,2.6
Get ready,33.0475,525.0793650793652,15980,2780,820,2.6
Get ready,33.11,526.3492063492064,15988,2748,792,2.6
Get ready,33.0475,529.5238095238095,15988,2788,740,2.6
Get ready,33.1725,526.984126984127,15944,2768,640,2.6
Get ready,33.4225,531.4285714285716,15900,2840,760,2.6
Get ready,33.4225,533.3333333333334,15968,2796,680,2.6
Get ready,33.2975,534.6031746031747,15996,2800,712,2.6
Get ready,33.235,531.4285714285716,15988,2824,756,2.6
unknown,33.485,533.968253968254,15976,2828,748,2.6
unknown,33.5475,538.4126984126984,16016,2796,828,2.6
unknown,33.6725,523.8095238095239,15920,2788,844,2.6
unknown,33.7975,525.7142857142857,15944,2912,988,2.6
unknown,33.6725,532.6984126984127,16060,2824,1072,2.6
Mouth closed,33.985,537.1428571428571,15956,2892,1016,2.6
Mouth closed,33.6725,539.047619047619,15920,2924,868,2.6
Mouth closed,33.985,533.3333333333334,15928,2748,868,2.6
Mouth closed,34.0475,530.7936507936508,15960,2824,868,2.6
Mouth closed,33.9225,535.8730158730159,15944,2868,864,2.6
Mouth closed,34.0475,537.7777777777779,15876,2912,956,2.6
Mouth closed,34.2975,543.4920634920635,15924,2808,916,2.6
Mouth closed,34.1725,539.6825396825396,15976,2700,944,2.6
Mouth closed,33.985,539.047619047619,15896,2452,1776,2.6
Mouth closed,34.1725,544.7619047619048,16012,2668,1240,2.6
unknown,34.2975,547.3015873015875,15904,2716,1068,2.6
unknown,34.2975,544.1269841269842,15256,2628,1180,2.6
