label,m_temp,m_pd,m_accel_x,m_accel_y,m_accel_z,m_vdda
Get ready,24.1725,588.5714285714287,-3520,14864,-7648,2.6
Get ready,24.36,870.4761904761905,-7220,7412,-5992,2.6
Get ready,24.0475,1313.015873015873,12740,6680,-5212,2.6
Get ready,24.11,620.952380952381,14876,4592,5188,2.6
Get ready,24.2975,558.0952380952381,15720,4972,-1548,2.6
Get ready,24.625,550.0610500610501,15852,5104,-64,2.5
Get ready,24.8125,530.5250305250305,16092,3596,-320,2.5
Get ready,24.875,732.6007326007326,15844,4348,92,2.5
Get ready,26.5625,880.3418803418804,15564,4020,1632,2.5
Get ready,27.0,899.2673992673992,15244,3972,3080,2.5
Get ready,30.5625,513.4310134310134,15040,6476,3352,2.5
Get ready,31.5625,509.15750915750914,15080,4484,2968,2.5
Get ready,32.1875,512.8205128205128,15012,3480,3916,2.5
Get ready,32.125,515.2625152625153,15620,3372,2776,2.5
Get ready,32.3125,520.1465201465202,15672,3336,2892,2.5
Get ready,32.4375,525.030525030525,15616,3244,2944,2.5
Get ready,32.8125,525.6410256410256,15772,3216,2800,2.5
Get ready,32.8125,522.5885225885226,15360,2968,2416,2.5
Get ready,33.0,514.041514041514,15524,3116,2552,2.5
Get ready,33.1875,518.3150183150183,15920,2308,2184,2.5
Get ready,33.3125,521.978021978022,15028,4944,2760,2.5
Get ready,33.4375,521.3675213675214,15136,4824,2872,2.5
Get ready,33.3125,520.1465201465202,14724,5900,2680,2.5
Get ready,33.4375,521.978021978022,15468,3884,2204,2.5
Get ready,33.375,521.978021978022,15624,3976,1964,2.5
unknown,33.5625,524.4200244200244,15516,3868,1844,2.5
unknown,33.625,522.5885225885226,15560,3688,1864,2.5
unknown,34.0625,521.978021978022,15724,3576,1872,2.5
unknown,33.9375,520.7570207570208,15596,3808,1880,2.5
unknown,33.875,529.3040293040293,15644,3888,1840,2.5
Get ready to drink,33.75,526.2515262515262,15528,3992,1772,2.5
Get ready to drink,34.25,526.2515262515262,15596,3980,1696,2.5
Get ready to drink,33.625,534.1880341880342,15476,4036,1732,2.5
Get ready to drink,33.75,532.3565323565324,15440,4004,1628,2.5
Get ready to drink,33.8125,530.5250305250305,15540,4124,1728,2.5
Get ready to drink,33.75,532.3565323565324,15588,4044,1624,2.5
Get ready to drink,33.875,534.1880341880342,15592,4048,1724,2.5
Get ready to drink,33.875,786.3247863247864,15500,3828,2180,2.5
Get ready to drink,34.125,532.967032967033,15600,3748,1924,2.5
Get ready to drink,33.9375,532.967032967033,15592,3772,1920,2.5
unknown,34.125,539.072039072039,15544,3820,1884,2.5
unknown,34.1875,533.5775335775336,15644,3796,1920,2.5
unknown,34.3275,523.3699633699633,15548,3760,1788,2.4
unknown,34.515,529.2307692307693,15652,3580,1852,2.4
unknown,34.765,523.9560439560439,15648,3844,1964,2.4
unknown,34.4525,615.9706959706959,15528,3636,1696,2.4
unknown,34.3275,550.9157509157509,15212,3584,3792,2.4
unknown,34.39,577.2893772893773,14832,3464,4080,2.4
unknown,34.39,568.4981684981685,15204,3760,4892,2.4
unknown,34.265,569.6703296703296,14872,3696,5028,2.4
Rest with mouth closed,34.3275,527.4725274725274,15448,3244,4080,2.4
Rest with mouth closed,34.0775,533.3333333333334,15776,2640,1896,2.4
Rest with mouth closed,34.265,515.1648351648352,15728,4524,1940,2.4
Rest with mouth closed,34.39,516.9230769230768,15344,4340,2956,2.4
Rest with mouth closed,34.39,523.3699633699633,15292,3760,3588,2.4
unknown,34.39,523.3699633699633,15496,4096,2956,2.4
unknown,34.0775,526.3003663003662,15892,4172,2936,2.4
unknown,34.5775,529.2307692307693,15296,3380,3012,2.4
unknown,34.515,524.5421245421245,15468,3724,2748,2.4
unknown,34.3275,530.989010989011,15692,3184,2676,2.4
Wear with mouth closed,34.3275,536.8498168498169,15596,3312,2408,2.4
Wear with mouth closed,34.0775,536.8498168498169,15660,3484,2192,2.4
Wear with mouth closed,34.3275,528.6446886446886,15396,6584,2312,2.4
Wear with mouth closed,34.39,533.919413919414,15308,3580,3356,2.4
Wear with mouth closed,34.515,539.7802197802198,15632,2964,3288,2.4
Wear with mouth closed,34.515,534.5054945054944,15480,3868,3116,2.4
Wear with mouth closed,34.7175,515.042735042735,15764,3416,2768,2.3
Wear with mouth closed,34.5925,518.974358974359,15820,3676,3084,2.3
Wear with mouth closed,34.5925,524.5909645909646,15456,3828,2768,2.3
Wear with mouth closed,34.8425,516.7277167277167,15544,3376,2864,2.3
Wear with mouth closed,34.53,517.2893772893772,15528,3628,2788,2.3
Wear with mouth closed,34.78,521.2210012210011,15616,3444,2816,2.3
Wear with mouth closed,34.655,520.09768009768,15528,3252,2672,2.3
Wear with mouth closed,34.7175,518.974358974359,15596,3384,2672,2.3
Wear with mouth closed,34.5925,518.974358974359,15560,3456,2596,2.3
Wear with mouth closed,34.7175,525.1526251526252,15568,3384,2536,2.3
Wear with mouth closed,34.53,525.7142857142856,15632,3488,2368,2.3
Wear with mouth closed,34.655,525.7142857142856,15684,3448,2212,2.3
Wear with mouth closed,34.5925,531.3308913308912,15700,3396,2232,2.3
Wear with mouth closed,34.5925,525.7142857142856,15640,3460,2260,2.3
Wear with mouth closed,34.7175,529.0842490842491,15636,3492,2068,2.3
Wear with mouth closed,34.5925,535.2625152625152,15712,3360,2312,2.3
Wear with mouth closed,34.78,532.4542124542123,15632,3308,2180,2.3
Wear with mouth closed,34.8425,533.5775335775336,15632,3348,2040,2.3
Wear with mouth closed,34.655,538.070818070818,15708,3328,2020,2.3
unknown,34.655,530.2075702075703,15572,3384,2036,2.3
unknown,34.655,533.015873015873,15756,3404,1992,2.3
unknown,34.78,539.7557997557997,15652,3336,1968,2.3
unknown,34.655,536.3858363858363,15716,3352,1972,2.3
unknown,34.4675,544.2490842490843,15700,3348,1900,2.3
Wear with mouth open,34.7175,543.1257631257631,15640,3332,2124,2.3
Wear with mouth open,34.5925,545.3724053724053,15660,3184,2164,2.3
Wear with mouth open,34.8425,1240.7081807081806,17176,4200,824,2.3
Wear with mouth open,34.655,1189.5970695970695,15684,3376,724,2.3
Wear with mouth open,34.53,1181.1721611721612,15780,3144,616,2.3
Wear with mouth open,34.795,1164.2002442002445,15800,3216,652,2.2
Wear with mouth open,34.7325,1200.1953601953603,15676,3100,748,2.2
Wear with mouth open,34.67,1214.700854700855,15844,3196,620,2.2
Wear with mouth open,34.6075,1219.5360195360195,15824,3088,556,2.2
Wear with mouth open,34.67,1178.7057387057387,15744,3060,768,2.2
Wear with mouth open,34.67,1117.9975579975583,15696,3176,904,2.2
