label,m_temp,m_pd,m_accel_x,m_accel_y,m_accel_z,m_vdda
Get ready,21.0325,931.6483516483518,3964,13836,9288,2.7
Get ready,20.7825,1064.1758241758241,10796,8668,8412,2.7
Get ready,20.845,886.8131868131869,8936,-1224,-5888,2.7
Get ready,20.845,650.1098901098902,13692,4636,-7028,2.7
Get ready,21.5475,657.1428571428571,14832,6556,-4428,2.6
Get ready,26.4225,513.015873015873,14960,5404,-2696,2.6
Get ready,28.2975,511.74603174603175,15636,3124,-6012,2.6
Get ready,27.0325,730.5494505494506,14712,4120,-6360,2.7
Get ready,26.7975,725.7142857142857,14404,3696,-6896,2.6
Get ready,26.0475,723.1746031746031,14520,3832,-6944,2.6
Get ready,27.86,512.3809523809525,14524,3816,-6132,2.6
Get ready,29.86,512.3809523809525,15008,2868,-2980,2.6
Get ready,30.86,515.5555555555557,9084,-164,-7668,2.6
Get ready,31.36,514.2857142857143,11044,2684,-7116,2.6
Get ready,31.485,516.8253968253969,14928,3516,-2724,2.6
Get ready,31.5475,523.1746031746031,15832,684,-4388,2.6
Get ready,31.985,524.4444444444445,17084,3996,-2196,2.6
Get ready,32.235,523.8095238095239,13992,2956,-3064,2.6
Get ready,32.485,532.6984126984127,15176,2196,-2148,2.6
Get ready,32.235,529.5238095238095,15992,2272,-2352,2.6
Get ready,32.735,529.5238095238095,15768,2308,-2764,2.6
Get ready,32.86,534.6031746031747,15804,2244,-2828,2.6
Get ready,32.5475,539.047619047619,15824,2156,-2672,2.6
Get ready,32.86,542.2222222222222,15780,2364,-2704,2.6
Get ready,32.985,533.968253968254,15768,2272,-2800,2.6
unknown,32.985,523.1746031746031,15644,2428,-3128,2.6
unknown,33.0475,532.063492063492,15732,2272,-2848,2.6
unknown,33.2975,526.3492063492064,15764,2240,-2544,2.6
unknown,33.1725,537.1428571428571,15880,2124,-2548,2.6
unknown,33.2975,533.3333333333334,15852,2260,-2560,2.6
Wear with mouth closed,33.36,536.5079365079365,15952,2332,-2628,2.6
Wear with mouth closed,33.5475,540.3174603174604,15868,2276,-2660,2.6
Wear with mouth closed,33.4225,544.7619047619048,15764,2308,-2824,2.6
Wear with mouth closed,33.6725,539.6825396825396,15752,2264,-2792,2.6
Wear with mouth closed,33.6725,531.4285714285716,15632,2000,-3176,2.6
Wear with mouth closed,33.5475,539.6825396825396,15780,2224,-3024,2.6
Wear with mouth closed,33.6725,537.7777777777779,15776,2244,-3144,2.6
Wear with mouth closed,33.6725,540.3174603174604,15772,2080,-3180,2.6
Wear with mouth closed,34.0475,543.4920634920635,15736,2196,-3080,2.6
Wear with mouth closed,33.9225,539.6825396825396,15836,2056,-3076,2.6
Wear with mouth closed,34.0475,546.6666666666666,15772,2228,-3188,2.6
Wear with mouth closed,33.7975,523.1746031746031,15788,2104,-3072,2.6
Wear with mouth closed,34.235,523.8095238095239,15832,2196,-3064,2.6
Wear with mouth closed,34.0475,525.7142857142857,15724,2112,-3136,2.6
Wear with mouth closed,34.0475,529.5238095238095,15764,2088,-3200,2.6
Wear with mouth closed,34.11,525.7142857142857,15732,2280,-3240,2.6
Wear with mouth closed,34.375,510.3785103785104,15776,2244,-3272,2.5
Wear with mouth closed,34.3125,511.5995115995116,15796,2148,-3228,2.5
Wear with mouth closed,34.375,515.2625152625153,15788,2160,-3220,2.5
Wear with mouth closed,34.25,512.2100122100122,15656,2280,-2980,2.5
Wear with mouth closed,34.25,519.5360195360196,15680,2136,-3200,2.5
Wear with mouth closed,34.3125,520.7570207570208,15724,2248,-3352,2.5
Wear with mouth closed,34.5625,520.1465201465202,15696,2104,-3368,2.5
Wear with mouth closed,34.5625,521.3675213675214,15756,2024,-3436,2.5
Wear with mouth closed,34.4375,527.4725274725274,15668,2032,-3548,2.5
unknown,34.375,528.6935286935287,15652,2228,-3508,2.5
unknown,34.4375,526.2515262515262,15744,2172,-3460,2.5
unknown,34.75,522.5885225885226,15704,2204,-3448,2.5
unknown,34.5625,528.0830280830281,15712,2104,-3456,2.5
unknown,34.5,1228.3272283272283,15472,1836,-4684,2.5
Wear with mouth open,34.375,1200.2442002442003,15288,1696,-5260,2.5
Wear with mouth open,34.4375,1212.4542124542124,15220,1728,-5208,2.5
Wear with mouth open,34.4375,1225.885225885226,15240,1712,-5200,2.5
Wear with mouth open,34.4375,1222.2222222222222,15304,1916,-5020,2.5
Wear with mouth open,34.4375,1226.4957264957266,15316,1616,-5068,2.5
Wear with mouth open,34.5625,1229.5482295482295,15340,1864,-4968,2.5
Wear with mouth open,34.5625,1234.4322344322345,15460,1864,-4752,2.5
Wear with mouth open,34.6875,1244.2002442002442,15464,1968,-4396,2.5
Wear with mouth open,34.5625,1257.020757020757,15432,2200,-4140,2.5
Wear with mouth open,34.3125,1260.0732600732601,15568,2016,-4164,2.5
Wear with mouth open,34.4375,1251.5262515262516,15516,2076,-4220,2.5
Wear with mouth open,34.5625,1260.0732600732601,15544,2132,-3868,2.5
Wear with mouth open,34.375,1263.7362637362637,15664,2216,-3876,2.5
Wear with mouth open,34.6875,1261.904761904762,15596,2152,-3892,2.5
Wear with mouth open,34.5625,1274.7252747252746,15700,2076,-3768,2.5
