label,m_temp,m_pd,m_accel_x,m_accel_y,m_accel_z,m_vdda
Get ready,27.11,1468.5714285714287,16864,3464,1156,2.6
Get ready,28.4225,532.063492063492,15880,1952,2100,2.6
Get ready,30.4225,529.5238095238095,15732,1472,2340,2.6
Get ready,32.61,529.5238095238095,15860,1904,1900,2.6
Get ready,33.235,532.063492063492,15768,1812,2092,2.6
Get ready,33.735,530.7936507936508,15832,1864,1976,2.6
Get ready,33.6725,526.984126984127,15808,1852,1612,2.6
Get ready,34.11,528.8888888888889,15816,1864,1556,2.6
Get ready,34.4225,531.4285714285716,15836,1892,1536,2.6
Get ready,34.5475,532.6984126984127,15788,1940,1576,2.6
Get ready,34.6725,533.3333333333334,15804,2000,1448,2.6
Get ready,34.61,530.1587301587301,15756,1964,1532,2.6
Get ready,34.985,533.3333333333334,15776,1988,1536,2.6
Get ready,34.7975,535.8730158730159,15800,1920,1512,2.6
Get ready,35.1725,538.4126984126984,15792,2084,1408,2.6
Get ready,35.1725,513.6507936507936,15756,2048,1508,2.6
Get ready,35.1875,496.947496947497,15748,2020,1488,2.5
Get ready,35.25,499.3894993894994,15776,1940,1508,2.5
Get ready,35.4375,504.2735042735043,15948,1916,468,2.5
Get ready,35.5625,501.22100122100125,15556,2168,476,2.5
Get ready,35.75,503.052503052503,15868,2028,1008,2.5
Get ready,35.8125,503.052503052503,15772,2132,1112,2.5
Get ready,35.6875,504.2735042735043,15780,2188,1084,2.5
Get ready,35.6875,508.54700854700855,15808,2100,1188,2.5
Get ready,35.75,503.6630036630037,15788,2060,1144,2.5
unknown,35.9375,506.1050061050061,15816,1964,1208,2.5
unknown,35.8125,510.989010989011,15800,1800,1404,2.5
unknown,35.625,515.2625152625153,15900,1976,1484,2.5
unknown,36.0,515.2625152625153,16404,2472,1728,2.5
unknown,35.75,511.5995115995116,15324,1108,1516,2.5
Grinding,36.0625,516.4835164835165,16556,1136,1732,2.5
Grinding,36.125,521.3675213675214,16084,2636,1040,2.5
Grinding,36.0625,511.5995115995116,15928,1440,1044,2.5
Grinding,36.125,511.5995115995116,15832,1360,1240,2.5
Grinding,36.1875,515.2625152625153,15904,1784,1320,2.5
Grinding,36.0625,516.4835164835165,15548,1524,1440,2.5
Grinding,36.1875,514.6520146520146,15804,1808,1364,2.5
Grinding,36.1875,516.4835164835165,6620,-2024,-1428,2.5
Grinding,36.3125,521.3675213675214,16436,284,1004,2.5
Grinding,36.25,520.7570207570208,15848,2216,1240,2.5
unknown,36.4375,518.3150183150183,16004,1324,1068,2.5
unknown,36.5,519.5360195360196,15880,1564,1164,2.5
unknown,36.5625,523.1990231990231,15908,1584,1224,2.5
unknown,36.375,525.6410256410256,15836,1488,1268,2.5
unknown,36.4375,528.0830280830281,15868,1648,1304,2.5
Not grinding,36.5625,524.4200244200244,15872,1608,1232,2.5
Not grinding,36.5,530.5250305250305,15816,1620,1304,2.5
Not grinding,36.5,532.3565323565324,15836,1652,1352,2.5
Not grinding,36.3125,530.5250305250305,15876,1624,1416,2.5
Not grinding,36.5625,522.5885225885226,15872,1656,1384,2.5
Not grinding,36.8125,528.6935286935287,15796,1784,1288,2.5
Not grinding,36.375,528.6935286935287,15768,1852,1388,2.5
Not grinding,36.75,532.3565323565324,15828,1804,1420,2.5
Not grinding,36.6875,528.6935286935287,15808,1664,1332,2.5
Not grinding,36.8125,533.5775335775336,15812,1776,1420,2.5
unknown,36.6875,533.5775335775336,15872,1780,1512,2.5
unknown,36.5,536.6300366300367,15844,1704,1452,2.5
unknown,36.89,511.6483516483516,16052,2580,1776,2.4
unknown,36.9525,512.8205128205128,15816,792,1284,2.4
unknown,36.89,515.7509157509157,15908,1760,1388,2.4
Grinding,37.015,518.6813186813187,15812,2260,1504,2.4
Grinding,36.89,516.3369963369963,15796,1524,1376,2.4
Grinding,36.89,518.6813186813187,15292,2648,1548,2.4
Grinding,36.9525,523.9560439560439,15352,68,1356,2.4
Grinding,36.765,527.4725274725274,16288,1472,44,2.4
Grinding,37.015,516.9230769230768,16672,284,592,2.4
Grinding,37.015,519.8534798534797,15588,1948,2788,2.4
Grinding,37.39,522.1978021978022,15888,2416,2224,2.4
Grinding,36.9525,525.7142857142856,16076,2400,2232,2.4
Grinding,37.015,521.6117216117216,14360,1528,1756,2.4
unknown,36.9525,525.7142857142856,15696,1672,2032,2.4
unknown,37.265,526.3003663003662,15124,1384,1840,2.4
unknown,37.14,529.2307692307693,15832,1808,2100,2.4
unknown,37.0775,523.3699633699633,15752,1680,2064,2.4
unknown,37.2025,526.3003663003662,15720,1788,2068,2.4
Not grinding,37.14,528.0586080586081,15732,1748,2144,2.4
Not grinding,37.14,530.4029304029305,15728,1692,2104,2.4
Not grinding,37.2025,528.0586080586081,15788,1748,2076,2.4
Not grinding,37.2025,530.989010989011,15800,1748,2036,2.4
Not grinding,37.14,532.7472527472528,15744,1752,2068,2.4
Not grinding,37.39,536.2637362637363,15700,1704,2036,2.4
Not grinding,37.4525,515.1648351648352,15768,1700,2084,2.4
Not grinding,37.265,517.5091575091575,15796,1684,2072,2.4
Not grinding,37.515,518.6813186813187,15748,1740,2008,2.4
Not grinding,37.3275,521.025641025641,15732,1696,2060,2.4
unknown,37.265,521.6117216117216,15812,1736,2044,2.4
unknown,37.265,522.1978021978022,15772,1680,2056,2.4
unknown,37.4525,528.0586080586081,15740,2760,2072,2.4
unknown,37.39,530.4029304029305,15552,764,1712,2.4
unknown,37.4525,528.0586080586081,16116,1128,1676,2.4
Grinding,37.64,532.7472527472528,16292,-808,1468,2.4
Grinding,37.265,536.2637362637363,16116,2136,1668,2.4
Grinding,37.515,534.5054945054944,15840,1468,1920,2.4
Grinding,37.5775,535.0915750915751,15964,1824,1804,2.4
Grinding,37.515,538.021978021978,15456,1892,1620,2.4
Grinding,37.4525,538.021978021978,15460,248,1900,2.4
Grinding,37.39,531.5750915750915,14820,-188,232,2.4
Grinding,37.4525,533.3333333333334,15924,1644,1872,2.4
Grinding,37.5925,515.6043956043954,15864,1024,1736,2.3
Grinding,37.655,517.8510378510379,16044,1760,1772,2.3
unknown,37.405,516.1660561660561,16084,1292,1864,2.3
unknown,37.655,516.1660561660561,15852,1316,1792,2.3
unknown,37.5925,521.2210012210011,15884,-8,1712,2.3
unknown,37.5925,519.5360195360196,15836,1396,1940,2.3
unknown,37.78,515.6043956043954,15904,1520,1988,2.3
Not grinding,37.78,519.5360195360196,15780,1404,1952,2.3
Not grinding,37.53,520.6593406593406,15884,1396,2068,2.3
Not grinding,37.405,523.4676434676435,15760,1512,2044,2.3
Not grinding,37.5925,520.6593406593406,15800,1492,2072,2.3
Not grinding,37.7175,523.4676434676435,15816,1476,2044,2.3
Not grinding,37.655,526.2759462759462,15820,1516,2024,2.3
Not grinding,37.53,527.960927960928,15836,1540,2084,2.3
Not grinding,37.655,522.3443223443223,15776,1536,1996,2.3
Not grinding,37.655,526.2759462759462,15768,1404,2032,2.3
Not grinding,37.5925,527.960927960928,15772,1408,2028,2.3
unknown,37.7175,527.3992673992674,15344,1568,2020,2.3
unknown,37.905,530.2075702075703,15904,1456,2492,2.3
unknown,37.655,529.6459096459096,15444,1228,2704,2.3
unknown,37.905,533.015873015873,16088,680,2156,2.3
unknown,37.905,530.2075702075703,18648,3780,4300,2.3
Grinding,37.7175,533.5775335775336,15972,-344,2164,2.3
Grinding,37.655,536.3858363858363,16060,1196,2536,2.3
Grinding,37.78,535.8241758241758,15980,1052,2128,2.3
Grinding,37.78,540.3174603174604,16500,1692,2252,2.3
Grinding,37.7175,547.057387057387,16176,1820,1928,2.3
Grinding,37.655,547.057387057387,16008,1576,1856,2.3
Grinding,37.9675,538.070818070818,16712,1820,2704,2.3
Grinding,37.905,543.6874236874236,15680,976,2024,2.3
Grinding,37.78,548.180708180708,16096,764,1728,2.3
Grinding,37.78,541.4407814407814,14704,-732,1956,2.3
unknown,37.9675,547.6190476190476,15844,1148,2024,2.3
unknown,37.7175,549.8656898656899,15912,1300,2168,2.3
unknown,37.905,548.7423687423687,15720,1032,2144,2.3
unknown,37.78,544.8107448107448,15744,1140,2268,2.3
unknown,37.78,543.6874236874236,15752,1212,2384,2.3
Not grinding,37.7175,544.2490842490843,15792,1244,2412,2.3
Not grinding,37.78,547.057387057387,15764,1348,2456,2.3
Not grinding,37.8425,547.6190476190476,15720,1236,2424,2.3
Not grinding,38.03,549.8656898656899,15748,1208,2448,2.3
Not grinding,37.9825,528.6446886446887,15788,1204,2416,2.2
Not grinding,38.17,511.9902319902321,15752,1200,2408,2.2
Not grinding,38.17,515.2136752136752,15788,1300,2408,2.2
Not grinding,38.045,515.7509157509157,15776,1144,2476,2.2
Not grinding,38.17,513.6019536019537,15768,1204,2448,2.2
Not grinding,38.2325,517.3626373626374,15776,1208,2392,2.2
unknown,37.9825,518.9743589743591,15784,1180,2524,2.2
unknown,38.2325,520.5860805860806,15740,1228,2512,2.2
unknown,38.17,516.8253968253969,15760,1180,2428,2.2
unknown,38.295,521.1233211233211,15728,1156,2480,2.2
unknown,38.17,524.3467643467644,15704,1688,2520,2.2
Grinding,38.17,520.0488400488401,15864,492,2248,2.2
Grinding,38.2325,521.1233211233211,15728,472,2308,2.2
Grinding,38.045,527.5702075702076,15860,1580,2412,2.2
Grinding,38.295,517.3626373626374,15392,72,2256,2.2
Grinding,38.17,523.8095238095239,15852,1484,2452,2.2
Grinding,38.2325,523.2722832722833,15856,1140,2344,2.2
Grinding,38.2325,524.3467643467644,15688,1128,2476,2.2
Grinding,38.045,522.7350427350428,15760,964,2312,2.2
Grinding,38.045,527.5702075702076,15720,944,2344,2.2
Grinding,38.295,529.1819291819291,15680,944,2336,2.2
unknown,38.295,525.4212454212455,15780,968,2432,2.2
unknown,38.17,529.1819291819291,15692,1556,2396,2.2
unknown,38.17,531.8681318681319,15736,1060,2364,2.2
unknown,38.2325,534.017094017094,15920,1400,2408,2.2
unknown,38.1075,534.017094017094,15816,860,2384,2.2
Not grinding,38.17,536.7032967032967,15840,908,2444,2.2
Not grinding,38.045,537.2405372405373,15836,960,2420,2.2
Not grinding,38.295,532.4053724053725,15792,968,2400,2.2
Not grinding,38.2325,535.0915750915752,15768,900,2392,2.2
Not grinding,38.17,536.1660561660563,15788,900,2392,2.2
Not grinding,38.2325,537.7777777777779,15836,720,2404,2.2
Not grinding,38.42,551.2087912087914,15680,112,3244,2.2
Not grinding,38.295,555.5067155067155,15752,80,3132,2.2
Not grinding,38.295,557.1184371184371,15728,28,3084,2.2
Not grinding,38.045,545.2991452991453,15732,360,2668,2.2
unknown,38.1075,547.985347985348,15828,820,2348,2.2
unknown,38.2325,543.6874236874237,16144,2248,-1276,2.2
unknown,38.045,542.6129426129426,15188,4740,376,2.2
unknown,37.9825,549.0598290598291,13576,8524,1204,2.2
unknown,38.1225,525.6410256410256,13892,7776,768,2.1
