label,m_temp,m_pd,m_accel_x,m_accel_y,m_accel_z,m_vdda
Awake,28.485,498.41269841269843,-2520,16536,-724,2.6
Awake,36.2975,486.984126984127,6184,2956,-5480,2.6
Awake,36.2975,491.42857142857144,5184,8120,-13424,2.6
Awake,36.6725,490.79365079365084,4944,5432,-14776,2.6
Awake,36.6725,497.77777777777777,4408,3680,-15420,2.6
Awake,36.875,463.980463980464,2880,-14940,4732,2.5
Awake,36.8125,469.4749694749695,2988,-14920,4680,2.5
Awake,36.9375,468.25396825396825,2948,-14960,4752,2.5
Awake,36.5625,474.96947496947496,2944,-14980,4836,2.5
Awake,36.8125,472.5274725274725,5044,-13184,7600,2.5
Awake,36.5,478.02197802197804,5092,-13296,7584,2.5
Core,36.5,481.07448107448107,5120,-13296,7540,2.5
Core,36.4375,484.73748473748475,5012,-13320,7444,2.5
Awake,36.5,493.2844932844933,5120,-13208,7628,2.5
Core,36.5,489.6214896214896,5144,-13180,7660,2.5
Core,36.3125,496.3369963369963,5108,-13224,7668,2.5
Core,36.5775,477.0695970695971,5216,-13240,7592,2.4
Core,36.64,481.1721611721611,5120,-13200,7608,2.4
Core,36.5775,484.6886446886447,5076,-13200,7640,2.4
Core,36.39,481.1721611721611,5072,-13284,7460,2.4
Core,36.39,484.6886446886447,5112,-13272,7532,2.4
Core,36.765,488.7912087912088,5112,-13240,7580,2.4
Core,37.015,489.9633699633699,8640,10776,-9040,2.4
Deep,36.89,477.0695970695971,8596,10752,-8916,2.4
Deep,36.7025,479.41391941391936,8720,10936,-8852,2.4
Deep,36.64,485.2747252747252,8576,10916,-8776,2.4
Deep,36.89,482.3443223443223,8696,10896,-8720,2.4
Deep,37.015,488.7912087912088,8668,10984,-8696,2.4
Deep,36.765,495.82417582417577,8604,10932,-8672,2.4
Deep,36.9675,472.35653235653234,8736,11020,-8780,2.3
Deep,37.0925,474.041514041514,5916,11832,-9728,2.3
Deep,37.28,475.16483516483515,5980,11696,-9936,2.3
Core,37.0925,479.6581196581196,5772,10724,-11116,2.3
Core,36.9675,483.02808302808296,5816,10676,-11176,2.3
Core,37.0925,483.5897435897436,5784,10648,-11140,2.3
Core,37.155,484.15140415140417,5864,10588,-11196,2.3
Core,37.155,490.32967032967025,5832,10616,-11204,2.3
Core,37.28,490.32967032967025,5860,10580,-11172,2.3
Core,37.03,493.69963369963364,5904,10556,-11244,2.3
Core,37.28,493.13797313797306,5520,9232,-12440,2.3
Core,37.0925,495.38461538461536,5572,9244,-12468,2.3
Core,37.03,499.87789987789984,5472,9932,-11948,2.3
Core,37.155,499.87789987789984,5420,9524,-12240,2.3
Core,37.405,502.1245421245421,5448,9544,-12296,2.3
Core,37.1075,465.25030525030525,5388,9424,-12380,2.2
Core,37.2325,470.08547008547015,5516,9448,-12368,2.2
Core,37.2325,473.84615384615387,5468,9492,-12300,2.2
Core,37.295,472.77167277167285,5436,9468,-12336,2.2
Core,37.17,476.5323565323565,5464,9476,-12316,2.2
Core,37.295,482.97924297924305,5464,9436,-12328,2.2
Core,37.17,480.29304029304035,5432,9444,-12304,2.2
Core,37.17,480.8302808302809,5428,9476,-12272,2.2
Core,37.1075,482.4420024420025,5472,9488,-12300,2.2
Core,37.295,486.20268620268627,5456,9472,-12240,2.2
Core,36.9825,491.5750915750916,5448,9428,-12344,2.2
Core,37.3575,490.50061050061055,5448,9464,-12276,2.2
Deep,36.8575,495.33577533577534,-572,3336,16064,2.2
Deep,37.17,498.5592185592186,-696,2764,16512,2.2
Core,37.17,499.6336996336997,-628,2752,16444,2.2
Core,37.17,501.7826617826618,-604,2748,16452,2.2
Core,37.1225,477.94871794871796,-948,-14496,6720,2.1
Core,37.1225,482.5641025641026,-764,-14600,6524,2.1
Core,37.1225,484.1025641025641,-612,-14048,7708,2.1
Deep,37.31,486.6666666666667,-600,-14064,7728,2.1
Deep,36.9975,487.1794871794872,-544,-14028,7752,2.1
Deep,37.06,493.3333333333333,-516,-13924,7584,2.1
Deep,37.06,473.84615384615387,-536,-14012,7796,2.1
Deep,37.31,478.97435897435895,-476,-14136,7752,2.1
Deep,37.1225,478.4615384615385,-440,-14052,7752,2.1
Deep,37.31,485.1282051282052,-224,192,16612,2.1
Deep,36.9975,487.1794871794872,-248,284,16596,2.1
Deep,37.06,486.1538461538462,-180,268,16572,2.1
Deep,37.06,487.1794871794872,-128,296,16616,2.1
Deep,37.06,493.8461538461539,-148,300,16652,2.1
Deep,36.9975,494.87179487179486,-196,332,16644,2.1
Deep,36.935,493.8461538461539,-224,484,16624,2.1
Deep,37.06,498.46153846153845,-268,408,16636,2.1
Deep,37.06,497.948717948718,-316,432,16552,2.1
Deep,37.1375,479.1208791208791,-152,396,16616,2.0
Deep,37.0125,479.6092796092796,-244,412,16624,2.0
Deep,37.2,480.5860805860806,-284,460,16648,2.0
Deep,36.825,484.4932844932845,-268,516,16632,2.0
Deep,37.075,483.028083028083,-524,368,16588,2.0
Deep,37.0125,484.4932844932845,-232,448,16616,2.0
Core,37.1375,490.84249084249086,-304,480,16652,2.0
Core,37.2625,491.33089133089135,-320,540,16544,2.0
Core,36.8875,495.23809523809524,-188,472,16576,2.0
Core,37.1375,496.7032967032967,-140,396,16580,2.0
Core,36.825,482.53968253968253,-276,540,16676,2.0
Core,37.0125,486.4468864468864,-204,536,16632,2.0
Core,37.0125,488.4004884004884,-176,396,16624,2.0
Core,37.075,486.9352869352869,-200,472,16620,2.0
Core,36.95,494.74969474969475,-252,468,16572,2.0
Core,36.8875,493.7728937728938,752,16700,-340,2.0
Core,36.7,493.2844932844933,764,16716,-272,2.0
Core,36.825,496.7032967032967,792,16716,-300,2.0
