label,m_temp,m_pd,m_accel_x,m_accel_y,m_accel_z,m_vdda
Get ready,26.36,1365.7142857142858,-4164,15728,1220,2.6
Get ready,26.6725,1126.984126984127,1300,14496,-4580,2.6
Get ready,26.86,1022.857142857143,-2872,8292,-14612,2.6
Get ready,26.735,1009.5238095238095,-7808,1808,-9144,2.6
Get ready,27.0475,954.9206349206349,-7120,-4308,-13428,2.6
Get ready,26.985,1454.6031746031747,-10312,-10416,7580,2.6
Get ready,27.11,1460.3174603174602,15980,-220,-3300,2.6
Get ready,27.5475,1045.7142857142858,15904,2620,-3972,2.6
Get ready,28.2975,836.1904761904763,16156,840,-1316,2.6
Get ready,28.6725,1293.968253968254,16380,2292,-3708,2.6
Get ready,29.4225,1645.7142857142858,14956,1652,-2016,2.6
Get ready,30.9225,539.047619047619,16112,1784,132,2.6
Get ready,31.985,536.5079365079365,16056,1900,752,2.6
Get ready,32.485,535.2380952380952,16244,2284,300,2.6
Get ready,32.985,539.6825396825396,16012,2240,756,2.6
Get ready,33.235,543.4920634920635,16092,2236,720,2.6
Get ready,33.4225,553.6507936507937,16172,2272,676,2.6
Get ready,32.065,2178.3638583638585,15844,1944,1020,2.9
Get ready,31.5025,2162.7838827838827,16036,2088,116,2.9
Get ready,31.065,2171.2820512820513,16116,2104,556,2.9
Get ready,31.065,2162.7838827838827,16216,2168,928,2.9
Get ready,30.83,2044.4444444444443,16228,2064,692,2.8
Get ready,31.095,1952.9670329670332,16240,1912,728,2.7
Get ready,30.845,1925.2747252747256,16108,2256,644,2.7
Get ready,30.72,1932.5274725274728,16276,2224,92,2.7
unknown,30.985,1806.984126984127,16168,2208,200,2.6
unknown,31.0475,1814.6031746031747,16140,2376,468,2.6
unknown,30.9225,1813.3333333333333,16152,2296,400,2.6
unknown,31.5,518.3150183150183,16156,2008,1832,2.5
unknown,33.625,524.4200244200244,16116,2156,1392,2.5
Mouth closed,34.25,511.5995115995116,16068,2280,1200,2.5
Mouth closed,34.625,514.6520146520146,16184,2340,1008,2.5
Mouth closed,34.875,514.041514041514,16044,2380,932,2.5
Mouth closed,34.875,517.7045177045177,16156,2312,984,2.5
Mouth closed,35.0625,518.9255189255189,16096,2340,956,2.5
Mouth closed,35.3125,520.7570207570208,16108,2344,968,2.5
Mouth closed,35.3125,518.3150183150183,16144,2372,976,2.5
Mouth closed,35.625,520.7570207570208,16112,2368,1028,2.5
Mouth closed,35.5,520.7570207570208,16124,2344,992,2.5
Mouth closed,35.6875,525.030525030525,16068,2480,1000,2.5
unknown,35.875,517.7045177045177,16144,2396,996,2.5
unknown,35.75,519.5360195360196,16144,2320,1040,2.5
unknown,35.8125,521.3675213675214,16084,2460,1220,2.5
unknown,35.75,936.5079365079365,14896,2080,284,2.5
unknown,34.9075,1995.824175824176,16048,2608,-644,2.7
Mouth open,34.345,1989.2307692307695,16032,2504,-852,2.7
Mouth open,34.0325,1992.5274725274728,16088,2520,-856,2.7
Mouth open,33.735,1911.111111111111,16056,2548,-512,2.6
Mouth open,34.11,1888.2539682539684,16096,2496,-496,2.6
Mouth open,33.61,1886.3492063492063,16116,2532,-376,2.6
Mouth open,33.625,1803.4188034188035,16056,2540,-360,2.5
Mouth open,33.75,1799.145299145299,16040,2488,-364,2.5
Mouth open,33.36,1867.3015873015872,16084,2484,-324,2.6
Mouth open,33.5625,1800.3663003663003,16076,2524,-316,2.5
Mouth open,33.5,1805.2503052503052,16096,2544,-308,2.5
unknown,33.25,1813.1868131868132,16184,2632,-220,2.5
unknown,33.1875,1812.5763125763126,16140,2532,-236,2.5
unknown,33.0625,1819.90231990232,16088,2620,-256,2.5
unknown,32.9225,1915.5555555555557,16232,2520,-108,2.6
unknown,33.75,543.9560439560439,16088,2352,1540,2.5
Mouth closed,34.625,548.2295482295482,16108,2348,1672,2.5
Mouth closed,34.9375,550.0610500610501,16056,2368,1556,2.5
Mouth closed,35.2025,526.3003663003662,16060,2360,1616,2.4
Mouth closed,35.5775,527.4725274725274,16148,2288,1680,2.4
Mouth closed,35.64,529.8168498168499,16048,2344,1604,2.4
Mouth closed,35.515,533.3333333333334,16104,2472,1528,2.4
Mouth closed,35.89,531.5750915750915,16116,2400,1520,2.4
Mouth closed,35.765,530.4029304029305,16088,2384,1600,2.4
Mouth closed,35.9525,534.5054945054944,16068,2404,1488,2.4
Mouth closed,35.9525,536.8498168498169,16060,2388,1524,2.4
unknown,36.0775,538.021978021978,16064,2312,1516,2.4
unknown,35.89,533.3333333333334,16040,2416,1552,2.4
unknown,36.14,536.2637362637363,16088,2452,1548,2.4
unknown,36.265,537.4358974358973,16008,2412,1548,2.4
unknown,35.595,2072.3076923076924,18348,2384,-1344,2.7
Mouth open,35.1575,2095.3846153846152,16032,2688,-916,2.7
Mouth open,34.72,2105.2747252747254,15976,2628,-816,2.7
