label,m_temp,m_pd,m_accel_x,m_accel_y,m_accel_z,m_vdda
Get ready,26.485,814.6031746031746,-2836,12640,10964,2.6
Get ready,25.98,0.0,0,0,0,1.8
Get ready,26.6725,1426.031746031746,9580,9784,10268,2.6
Get ready,26.61,1310.4761904761906,7436,10516,11840,2.6
Get ready,26.61,1121.2698412698412,908,15956,2192,2.6
Get ready,26.8125,700.8547008547008,22464,7000,1328,2.5
Get ready,27.125,543.3455433455433,15848,3356,-2948,2.5
Get ready,27.3125,1032.3565323565324,17048,2228,-48,2.5
Get ready,27.5625,807.081807081807,15744,2464,1128,2.5
Get ready,27.875,701.4652014652015,16348,2604,1348,2.5
Get ready,28.5625,507.93650793650795,15720,2612,1948,2.5
Get ready,30.0625,598.2905982905983,16004,1764,536,2.5
Get ready,29.9375,892.5518925518926,15908,2556,-1700,2.5
Get ready,30.1875,503.052503052503,15364,3208,1572,2.5
Get ready,32.3125,501.83150183150184,15788,2756,1040,2.5
Get ready,33.1875,503.052503052503,15964,2228,1208,2.5
Get ready,32.625,1380.952380952381,17732,2332,-2008,2.5
Get ready,32.4375,1402.3199023199022,15528,2572,216,2.5
Get ready,32.4375,507.93650793650795,16000,1920,1524,2.5
Get ready,33.125,509.15750915750914,15848,2184,1472,2.5
Get ready,33.5625,512.2100122100122,15840,2856,1108,2.5
Get ready,33.0,652.014652014652,15756,3316,1164,2.5
Get ready,33.25,517.0940170940171,15808,2984,1060,2.5
Get ready,33.75,512.8205128205128,15720,3692,728,2.5
Get ready,32.6875,695.9706959706959,15720,3772,412,2.5
unknown,32.8125,998.7789987789988,15676,3404,784,2.5
unknown,32.4375,1154.4566544566544,15520,3560,12,2.5
unknown,32.5,1320.5128205128206,15628,3288,568,2.5
unknown,33.0625,1082.4175824175825,15732,3000,728,2.5
unknown,33.25,1035.4090354090354,15572,3576,-2216,2.5
Speaking,33.125,987.7899877899878,15324,3812,1396,2.5
Speaking,33.0625,1177.6556776556777,16272,3584,1444,2.5
Speaking,33.125,1234.4322344322345,16180,3432,-1028,2.5
Speaking,33.9375,1111.7216117216117,16876,2672,-884,2.5
Speaking,32.5,1402.3199023199022,16124,3228,304,2.5
Speaking,33.625,1122.7106227106226,16004,3016,632,2.5
Speaking,33.3125,568.986568986569,15704,3228,996,2.5
Speaking,33.75,1301.5873015873017,15644,4792,-1228,2.5
Speaking,33.5625,1095.8485958485958,14532,3256,-576,2.5
Speaking,34.125,1357.142857142857,15260,3300,-224,2.5
Speaking,34.1875,799.7557997557998,15000,3264,380,2.5
Speaking,34.0,1193.5286935286936,15248,2460,428,2.5
Speaking,33.0625,842.4908424908425,15852,2284,772,2.5
Speaking,33.6875,1045.177045177045,17244,2640,932,2.5
Speaking,34.0,528.6935286935287,7772,728,-4016,2.5
Speaking,34.6875,887.6678876678876,15576,2868,-2412,2.5
Speaking,34.765,1104.7619047619048,17224,2136,-132,2.4
Speaking,34.89,1017.4358974358973,16452,2212,1232,2.4
Speaking,35.0775,989.8901098901099,15536,2036,656,2.4
Speaking,34.89,1149.3040293040292,15296,2464,1476,2.4
Speaking,34.64,873.8461538461538,16044,2748,604,2.4
Speaking,34.89,714.4322344322344,16204,1500,2020,2.4
Speaking,34.515,1153.9926739926739,15088,2200,-1284,2.4
Speaking,34.9525,1136.4102564102561,13844,2680,-780,2.4
Speaking,35.0775,733.1868131868132,16688,2036,-436,2.4
unknown,34.2025,775.9706959706959,15796,2636,376,2.4
unknown,34.7025,849.2307692307693,16048,2288,1004,2.4
unknown,35.0775,834.5787545787546,15832,2624,456,2.4
unknown,34.64,577.2893772893773,16092,1128,928,2.4
unknown,35.3275,514.5787545787546,15940,3088,920,2.4
Wear with mouth closed,35.64,514.5787545787546,15988,3056,132,2.4
Wear with mouth closed,35.89,513.4065934065934,15880,2820,-32,2.4
Wear with mouth closed,35.7025,518.0952380952381,15956,2728,-144,2.4
Wear with mouth closed,36.015,518.0952380952381,15920,2628,60,2.4
Wear with mouth closed,36.015,520.4395604395604,15952,2580,160,2.4
Wear with mouth closed,36.015,515.7509157509157,15912,2704,236,2.4
Wear with mouth closed,36.0775,518.0952380952381,15952,2496,164,2.4
Wear with mouth closed,36.14,519.8534798534797,15916,2236,104,2.4
Wear with mouth closed,36.265,523.3699633699633,15964,2436,88,2.4
Wear with mouth closed,36.265,521.025641025641,15920,2436,180,2.4
Wear with mouth closed,36.2025,522.7838827838826,15952,2472,172,2.4
Wear with mouth closed,36.2025,525.1282051282051,15924,2424,184,2.4
Wear with mouth closed,36.39,507.54578754578756,15960,2464,232,2.4
Wear with mouth closed,36.2025,505.78754578754575,16020,2424,348,2.4
Wear with mouth closed,36.2025,509.3040293040293,15924,2256,304,2.4
Wear with mouth closed,36.3275,510.4761904761905,15988,2304,300,2.4
Wear with mouth closed,36.39,513.9926739926739,15936,2388,308,2.4
Wear with mouth closed,36.7025,510.4761904761905,15940,2396,364,2.4
Wear with mouth closed,36.515,513.4065934065934,15980,2352,428,2.4
Wear with mouth closed,36.7025,515.1648351648352,15988,2280,292,2.4
Wear with mouth closed,36.39,518.0952380952381,15968,2344,572,2.4
Wear with mouth closed,36.4525,513.9926739926739,15968,2396,532,2.4
Wear with mouth closed,36.39,516.9230769230768,15964,2268,652,2.4
Wear with mouth closed,36.5775,518.0952380952381,16016,2300,596,2.4
Wear with mouth closed,36.4525,521.025641025641,15968,2184,592,2.4
unknown,36.5775,518.6813186813187,15988,2232,592,2.4
unknown,36.5775,521.6117216117216,15920,2228,608,2.4
unknown,36.7025,523.3699633699633,15924,2300,560,2.4
unknown,36.5775,526.8864468864468,15944,2308,540,2.4
unknown,36.8275,518.6813186813187,16008,2308,380,2.4
Get ready to drink,36.8425,498.7545787545787,16060,3148,60,2.3
Get ready to drink,37.0925,501.001221001221,16076,208,-916,2.3
Get ready to drink,36.9675,503.24786324786317,15720,2996,-2628,2.3
Get ready to drink,36.78,501.001221001221,15808,3408,236,2.3
Get ready to drink,37.0925,504.9328449328449,15932,3352,-144,2.3
Get ready to drink,36.8425,506.056166056166,15876,3124,-228,2.3
Get ready to drink,36.9675,508.30280830280833,15936,3020,-364,2.3
Get ready to drink,37.03,505.4945054945055,15776,3140,-364,2.3
Get ready to drink,37.0925,507.7411477411477,15876,3168,-288,2.3
Get ready to drink,36.905,509.4261294261294,15848,3044,180,2.3
unknown,37.0925,681.8559218559219,15884,2896,28,2.3
unknown,36.53,889.108669108669,15784,2820,1164,2.3
unknown,36.0925,827.3260073260072,15856,2620,1580,2.3
unknown,36.3425,531.3308913308912,16008,2580,1720,2.3
unknown,36.8425,521.7826617826618,15852,2264,2180,2.3
unknown,36.53,523.4676434676435,15580,2204,2192,2.3
unknown,33.5925,516.7277167277167,15928,2392,2084,2.3
unknown,33.905,523.4676434676435,15752,2552,2340,2.3
unknown,33.28,524.029304029304,15820,2680,2056,2.3
unknown,33.9675,524.5909645909646,15972,2836,1196,2.3
Rest with mouth closed,33.655,527.3992673992674,15804,2256,1044,2.3
Rest with mouth closed,33.9675,524.5909645909646,15700,3336,-1652,2.3
Rest with mouth closed,34.03,523.4676434676435,15876,2904,-528,2.3
Rest with mouth closed,34.28,525.7142857142856,15768,2464,116,2.3
Rest with mouth closed,34.405,529.0842490842491,15760,2884,536,2.3
unknown,34.5925,528.5225885225884,15880,2912,580,2.3
unknown,34.78,522.9059829059828,15872,2916,560,2.3
unknown,34.655,525.7142857142856,15880,3040,620,2.3
unknown,34.7175,526.2759462759462,15840,2824,896,2.3
unknown,34.405,1425.4945054945056,16652,3136,-732,2.3
Wear with mouth open,33.655,1452.4542124542122,15648,2492,1200,2.3
Wear with mouth open,33.155,1450.7692307692307,15932,2056,1200,2.3
Wear with mouth open,32.9675,1449.6459096459093,15668,1848,1432,2.3
Wear with mouth open,32.905,1454.1391941391942,15876,1920,2092,2.3
Wear with mouth open,32.7175,1462.5641025641025,15856,1924,2148,2.3
Wear with mouth open,32.3425,1462.002442002442,15864,1832,2028,2.3
Wear with mouth open,32.3575,1396.2881562881562,15868,1884,2308,2.2
Wear with mouth open,31.9825,1394.6764346764348,15832,1936,2612,2.2
Wear with mouth open,31.8575,1400.0488400488402,15764,1736,2860,2.2
Wear with mouth open,31.8575,1373.7240537240539,15876,1756,2844,2.2
Wear with mouth open,31.8575,1374.2612942612943,15800,1840,2544,2.2
Wear with mouth open,31.795,1375.3357753357752,15868,1804,2200,2.2
Wear with mouth open,31.67,1373.1868131868134,15856,1836,2236,2.2
Wear with mouth open,31.8575,1378.0219780219782,15824,1824,2328,2.2
Wear with mouth open,31.8575,1381.2454212454215,15804,1824,2388,2.2
Wear with mouth open,31.8575,1387.1550671550674,15820,1820,2388,2.2
Wear with mouth open,31.8575,1381.782661782662,15820,1740,2284,2.2
Wear with mouth open,31.545,1384.4688644688647,15816,1652,2228,2.2
Wear with mouth open,31.795,1390.3785103785103,15844,1708,2328,2.2
Wear with mouth open,31.92,1389.84126984127,15904,1688,2220,2.2
Wear with mouth open,31.9825,1394.1391941391944,15836,1672,2332,2.2
Wear with mouth open,31.92,1395.7509157509157,15920,1744,2412,2.2
Wear with mouth open,31.9825,1400.0488400488402,15988,1604,2352,2.2
Wear with mouth open,31.795,1402.1978021978025,15868,1588,2336,2.2
Wear with mouth open,32.17,1394.1391941391944,15800,1636,2508,2.2
unknown,32.3575,1397.8998778998782,15864,1696,2416,2.2
unknown,31.6075,1403.8095238095239,15908,1692,2368,2.2
unknown,31.92,1400.0488400488402,15920,1672,2356,2.2
unknown,32.2325,1402.735042735043,15828,1744,2364,2.2
unknown,32.17,1403.2722832722834,15900,1596,2060,2.2
