label,m_temp,m_pd,m_accel_x,m_accel_y,m_accel_z,m_vdda
Get ready,21.375,1057.3870573870574,-1004,3908,-1956,2.5
Get ready,21.125,1023.8095238095239,-11784,-1900,-12460,2.5
Get ready,21.1875,1072.6495726495727,10752,2320,-10208,2.5
Get ready,21.1875,888.2783882783883,14892,2252,-6084,2.5
Get ready,25.125,540.2930402930403,14620,3248,-4344,2.5
Get ready,27.0625,549.4505494505495,14144,2640,-3368,2.5
Get ready,28.25,553.1135531135532,14464,2500,-40,2.5
Get ready,28.875,550.0610500610501,15160,2908,1016,2.5
Get ready,29.3125,534.1880341880342,15776,2944,-2548,2.5
Get ready,29.875,550.6715506715507,15948,3136,-1308,2.5
Get ready,29.9375,560.4395604395604,15168,2580,564,2.5
Get ready,30.1875,548.2295482295482,15904,3276,-528,2.5
Get ready,30.1875,540.2930402930403,15904,2928,-340,2.5
Get ready,30.6875,547.6190476190476,15912,3240,-852,2.5
Get ready,30.875,554.3345543345544,15952,2856,-8,2.5
Get ready,31.0,558.6080586080586,15924,3032,-180,2.5
Get ready,31.0,553.7240537240538,15884,2952,-432,2.5
Get ready,31.125,553.1135531135532,15904,2900,-516,2.5
Get ready,31.25,556.7765567765567,15936,2908,-572,2.5
Get ready,31.5625,550.6715506715507,15908,2888,-412,2.5
Get ready,31.4375,548.2295482295482,15812,2912,-492,2.5
Get ready,31.5625,547.008547008547,15868,2876,-592,2.5
Get ready,31.625,551.2820512820513,15936,2932,-480,2.5
Get ready,31.8125,548.2295482295482,15880,2952,-488,2.5
Get ready,31.75,558.6080586080586,15916,2876,-580,2.5
unknown,31.9375,559.8290598290598,15900,3000,-460,2.5
unknown,32.0625,548.2295482295482,16156,2840,-848,2.5
unknown,32.375,552.5030525030525,15876,2908,-528,2.5
unknown,32.3125,560.4395604395604,15904,2892,-528,2.5
unknown,32.4375,562.8815628815629,15856,2968,-536,2.5
Grinding,32.6875,557.997557997558,15840,2980,-744,2.5
Grinding,32.3125,557.997557997558,15808,2992,-824,2.5
Grinding,32.6875,563.4920634920635,15860,3064,-696,2.5
Grinding,32.6875,567.1550671550672,15820,3048,-672,2.5
Grinding,32.89,539.1941391941392,15904,3080,-924,2.4
Grinding,32.89,539.7802197802198,15832,2972,-1000,2.4
Grinding,32.8275,544.4688644688645,15760,3152,-808,2.4
Grinding,33.0775,543.8827838827839,15808,3016,-840,2.4
Grinding,33.14,547.985347985348,15792,3024,-968,2.4
Grinding,33.015,538.021978021978,15732,3112,-916,2.4
unknown,33.015,542.1245421245421,15884,3136,-888,2.4
unknown,33.265,543.8827838827839,15876,3176,-904,2.4
unknown,33.0775,543.2967032967032,16120,3812,-840,2.4
unknown,32.9525,539.7802197802198,15772,3092,-972,2.4
unknown,32.9525,546.8131868131868,15744,3096,-960,2.4
Not grinding,33.3275,549.7435897435897,15768,3132,-932,2.4
Not grinding,33.015,542.7106227106227,15756,3172,-944,2.4
Not grinding,33.4525,536.2637362637363,15812,3140,-920,2.4
Not grinding,33.3275,540.952380952381,15880,3152,-864,2.4
Not grinding,33.4525,543.8827838827839,15524,3472,-900,2.4
Not grinding,33.265,540.952380952381,15632,3280,-1000,2.4
Not grinding,33.4525,552.6739926739926,15800,3260,-668,2.4
Not grinding,33.5775,549.7435897435897,15656,3168,-672,2.4
Not grinding,33.5775,550.3296703296703,15860,3132,-768,2.4
Not grinding,33.39,553.2600732600732,15736,3100,-916,2.4
unknown,33.5775,555.0183150183149,15784,3176,-828,2.4
unknown,33.7025,538.021978021978,15844,3232,-824,2.4
unknown,33.64,537.4358974358973,15640,2984,-900,2.4
unknown,33.765,543.2967032967032,15780,3076,-744,2.4
unknown,33.7025,541.5384615384615,15804,2992,-680,2.4
Grinding,33.515,538.6080586080586,15896,3088,-924,2.4
Grinding,33.64,545.054945054945,15736,3064,-1060,2.4
Grinding,33.765,544.4688644688645,15884,3140,-804,2.4
Grinding,33.4525,542.7106227106227,15696,3060,-968,2.4
Grinding,33.64,546.2271062271061,15796,3156,-1048,2.4
Grinding,33.7025,543.8827838827839,15760,3036,-1060,2.4
Grinding,33.515,547.985347985348,15704,3308,-992,2.4
Grinding,33.9525,548.5714285714286,15772,3120,-1024,2.4
Grinding,33.7025,551.5018315018315,15756,3172,-1092,2.4
Grinding,33.765,554.4322344322344,15804,3136,-1028,2.4
unknown,33.7025,552.087912087912,15752,3120,-1080,2.4
unknown,33.89,548.5714285714286,15748,3052,-1124,2.4
unknown,33.8275,549.7435897435897,15956,3192,-1208,2.4
unknown,34.0775,549.7435897435897,15624,3088,-1004,2.4
unknown,33.9525,547.985347985348,15840,3052,-1168,2.4
Not grinding,34.015,545.054945054945,15784,3164,-1136,2.4
Not grinding,34.015,543.8827838827839,15756,3120,-1088,2.4
Not grinding,34.155,526.8376068376067,15748,3132,-1116,2.3
Not grinding,34.155,530.7692307692307,15748,3316,-420,2.3
Not grinding,34.0925,536.3858363858363,15768,3260,-592,2.3
Not grinding,34.0925,532.4542124542123,15776,3232,-560,2.3
Not grinding,34.155,533.015873015873,15716,3096,-680,2.3
Not grinding,34.155,535.8241758241758,15768,3104,-708,2.3
Not grinding,34.0925,534.7008547008547,15756,3184,-668,2.3
Not grinding,34.2175,535.8241758241758,15876,3156,-792,2.3
unknown,34.155,537.5091575091575,15760,3156,-792,2.3
unknown,34.03,533.015873015873,15740,3208,-864,2.3
unknown,34.4675,531.8925518925519,15800,3152,-928,2.3
unknown,34.4675,537.5091575091575,15700,3216,-904,2.3
unknown,34.4675,536.3858363858363,15836,3144,-888,2.3
Grinding,34.3425,539.1941391941392,15732,3208,-932,2.3
Grinding,34.2175,538.070818070818,15728,3140,-1016,2.3
Grinding,34.3425,540.8791208791208,15784,3208,-1104,2.3
Grinding,34.3425,543.1257631257631,15800,3120,-1044,2.3
Grinding,34.4675,541.4407814407814,15700,3248,-1052,2.3
Grinding,34.3425,543.6874236874236,15768,3044,-1216,2.3
Grinding,34.28,539.7557997557997,15732,3168,-1240,2.3
Grinding,34.5925,549.3040293040292,15692,3232,-1200,2.3
Grinding,34.3425,544.2490842490843,15748,3028,-1360,2.3
Grinding,34.53,549.3040293040292,15840,3276,-1176,2.3
unknown,34.4675,550.9890109890109,15672,3160,-1300,2.3
unknown,34.2175,550.4273504273505,15748,3120,-1404,2.3
unknown,34.4675,547.057387057387,15772,3316,-1232,2.3
unknown,34.155,544.8107448107448,15700,3196,-1244,2.3
unknown,34.655,549.3040293040292,15836,3252,-1312,2.3
Not grinding,34.4675,550.9890109890109,15700,3216,-1284,2.3
Not grinding,34.2175,547.057387057387,15704,3176,-1280,2.3
Not grinding,34.405,546.4957264957263,15764,3292,-1044,2.3
Not grinding,34.53,554.9206349206348,15728,3268,-956,2.3
Not grinding,34.3425,554.9206349206348,15808,3140,-1404,2.3
Not grinding,34.4675,550.9890109890109,15728,3100,-1388,2.3
Not grinding,34.5925,557.7289377289376,15764,3104,-1352,2.3
Not grinding,34.655,561.0989010989011,15768,3176,-1396,2.3
Not grinding,34.5925,561.6605616605617,15752,3136,-1344,2.3
Not grinding,34.655,561.0989010989011,15744,3200,-1304,2.3
unknown,34.655,569.5238095238095,15676,3232,-1280,2.3
unknown,34.5925,552.112332112332,15676,3232,-1312,2.3
unknown,34.5925,553.7973137973137,15684,3200,-1312,2.3
unknown,34.78,552.6739926739926,15732,3156,-1268,2.3
unknown,34.6075,523.2722832722833,15660,3216,-1340,2.2
Grinding,34.8575,523.8095238095239,15732,3116,-1316,2.2
Grinding,34.92,530.2564102564103,15788,3180,-1384,2.2
Grinding,34.7325,531.8681318681319,15740,3128,-1360,2.2
Grinding,34.7325,531.8681318681319,15736,3076,-1380,2.2
Grinding,34.7325,532.942612942613,15720,3168,-1356,2.2
Grinding,34.795,532.942612942613,15656,3096,-1372,2.2
Grinding,34.67,534.017094017094,15784,3148,-1576,2.2
Grinding,34.67,537.2405372405373,15708,3328,-1412,2.2
Grinding,34.8575,540.4639804639805,15820,3160,-1420,2.2
Grinding,34.9825,541.5384615384617,15700,3152,-1332,2.2
unknown,34.9825,535.0915750915752,15716,3148,-1368,2.2
unknown,35.045,534.017094017094,15692,2940,-1344,2.2
unknown,34.92,538.3150183150183,15780,3056,-1320,2.2
unknown,34.795,539.92673992674,15712,3056,-1360,2.2
unknown,34.8575,543.6874236874237,15740,3140,-1380,2.2
Not grinding,34.8575,542.0757020757021,15668,3048,-1376,2.2
Not grinding,34.9825,540.4639804639805,15716,3028,-1320,2.2
Not grinding,34.67,537.7777777777779,15752,3092,-1336,2.2
Not grinding,34.8575,543.6874236874237,15812,2904,-1348,2.2
Not grinding,35.1075,543.1501831501832,15768,3168,-1284,2.2
Not grinding,34.9825,544.7619047619048,15792,3120,-1276,2.2
Not grinding,34.9825,547.4481074481074,15776,3080,-1324,2.2
Not grinding,34.9825,547.4481074481074,15744,3044,-1380,2.2
Not grinding,35.045,550.6715506715507,15768,3060,-1228,2.2
Not grinding,34.9825,548.5225885225886,15708,3020,-1216,2.2
unknown,34.8575,546.9108669108671,15760,3008,-1244,2.2
unknown,34.9825,549.0598290598291,15692,3052,-1284,2.2
unknown,35.1075,549.5970695970697,15752,3064,-1168,2.2
unknown,34.8575,552.8205128205128,15800,2972,-1252,2.2
unknown,35.045,549.5970695970697,15668,3100,-1340,2.2
Grinding,34.795,553.8949938949941,15748,3052,-1340,2.2
Grinding,34.9825,556.5811965811967,15684,3068,-1144,2.2
Grinding,34.9825,557.6556776556778,15860,3032,-1304,2.2
Grinding,35.17,559.8046398046398,15740,3272,-1164,2.2
Grinding,35.17,561.4163614163614,15608,3504,-472,2.2
