label,m_temp,m_pd,m_accel_x,m_accel_y,m_accel_z,m_vdda
Get ready,23.61,619.6825396825396,1336,15076,-1356,2.6
Get ready,23.36,668.5714285714286,10324,8576,-9268,2.6
Get ready,23.4225,874.2857142857144,15064,5144,5560,2.6
Get ready,23.4225,868.5714285714286,16212,1152,1548,2.6
Get ready,23.4225,870.4761904761905,16168,1164,1520,2.6
Get ready,23.485,869.2063492063492,16204,1180,1504,2.6
Get ready,23.61,636.8253968253969,16328,336,-476,2.6
Get ready,23.4225,685.7142857142857,8460,10224,8036,2.6
Get ready,23.9375,695.9706959706959,-7372,20,13592,2.5
Get ready,23.8125,825.3968253968254,-2652,-4760,14096,2.5
Get ready,23.8125,690.4761904761905,-612,8152,13876,2.5
Get ready,23.875,763.1257631257631,-2604,3200,15992,2.5
Get ready,24.125,755.7997557997558,144,-816,15860,2.5
Get ready,24.0,677.0451770451771,-332,7400,14508,2.5
Get ready,24.5,748.4737484737485,-11844,-1488,12332,2.5
Get ready,24.25,529.9145299145299,-1180,2632,-8200,2.5
Get ready,24.25,489.010989010989,-2088,-10856,-9512,2.5
Get ready,24.4375,480.4639804639805,2308,-6200,-16912,2.5
Get ready,24.5,486.5689865689866,5544,-8912,-17120,2.5
Get ready,24.5,484.12698412698415,988,-3464,-13928,2.5
Get ready,24.6875,485.34798534798534,1876,-1784,-15444,2.5
Get ready,24.5,489.010989010989,1808,-3988,-14416,2.5
Get ready,24.5,484.12698412698415,-284,-4780,-15640,2.5
Get ready,24.4375,487.7899877899878,2576,-6392,-15556,2.5
Get ready,24.8125,490.84249084249086,3428,-3040,-22880,2.5
unknown,24.5625,489.6214896214896,2380,-5032,-14164,2.5
unknown,24.5625,485.95848595848594,1828,-1960,-13048,2.5
unknown,24.625,490.84249084249086,2908,-7060,-15332,2.5
unknown,24.75,490.84249084249086,5872,-2380,-17044,2.5
unknown,24.6875,490.84249084249086,4268,-3076,-13920,2.5
Walk around with densor in hand,24.75,490.84249084249086,5972,-4012,-15340,2.5
Walk around with densor in hand,24.75,493.8949938949939,3852,-5764,-18468,2.5
Walk around with densor in hand,24.75,492.06349206349205,3032,-2716,-13164,2.5
Walk around with densor in hand,24.9375,491.45299145299145,5840,-3100,-18376,2.5
Walk around with densor in hand,25.0,494.5054945054945,3864,-6668,-18808,2.5
Walk around with densor in hand,24.75,492.6739926739927,1660,-4576,-15252,2.5
Walk around with densor in hand,24.875,496.3369963369963,-248,-3764,-16064,2.5
Walk around with densor in hand,24.875,493.8949938949939,1436,-5472,-16568,2.5
Walk around with densor in hand,24.8125,511.5995115995116,-1464,-3952,-12544,2.5
Walk around with densor in hand,24.9375,525.6410256410256,-10548,-2916,-19900,2.5
