label,m_temp,m_pd,m_accel_x,m_accel_y,m_accel_z,m_vdda
Get ready,24.7825,597.3626373626374,980,12520,-10356,2.7
Get ready,24.72,586.1538461538462,-4328,8100,-11340,2.7
Get ready,24.47,851.8681318681319,-4100,5872,-17156,2.7
Get ready,24.595,1026.5934065934068,13488,4616,-12764,2.7
Get ready,24.345,626.3736263736264,16016,2892,-3456,2.7
Get ready,25.1575,526.1538461538463,15636,3580,-636,2.7
Get ready,29.2825,527.4725274725274,15800,3860,516,2.7
Get ready,30.0325,528.7912087912088,16164,2840,436,2.7
Get ready,30.595,527.4725274725274,15528,2964,164,2.7
Get ready,31.1575,528.7912087912088,15860,3000,-816,2.7
Get ready,31.6575,530.1098901098901,15880,2776,-244,2.7
Get ready,31.7825,522.857142857143,16076,2844,1168,2.7
Get ready,31.845,523.5164835164835,15876,2684,352,2.7
Get ready,32.1575,523.5164835164835,15512,-80,-5220,2.7
Get ready,32.61,508.57142857142856,16936,3252,4124,2.6
Get ready,32.61,508.57142857142856,15364,3012,1684,2.6
Get ready,32.61,509.2063492063493,15588,2932,-408,2.6
Get ready,32.985,511.74603174603175,16308,2888,-264,2.6
Get ready,33.0475,513.6507936507936,15536,2448,288,2.6
Get ready,33.36,514.2857142857143,15968,3132,-484,2.6
Get ready,33.36,516.8253968253969,15692,3296,-1032,2.6
Get ready,33.4225,511.74603174603175,15948,2704,-832,2.6
Get ready,33.61,513.6507936507936,15908,2904,-824,2.6
Get ready,33.6725,515.5555555555557,15892,2796,-684,2.6
Get ready,33.6725,519.3650793650794,15816,2728,-920,2.6
unknown,33.5475,520.6349206349206,15980,2680,-756,2.6
unknown,33.6725,518.7301587301588,15864,2832,-936,2.6
unknown,33.7975,522.5396825396825,15904,2864,-792,2.6
unknown,33.86,522.5396825396825,15832,2812,-880,2.6
unknown,33.86,525.0793650793652,15860,2788,-1008,2.6
Mouth closed,33.9225,528.2539682539684,15848,2640,-1152,2.6
Mouth closed,33.86,519.3650793650794,15860,2896,-980,2.6
Mouth closed,34.11,518.0952380952381,15812,2800,-1068,2.6
Mouth closed,34.11,524.4444444444445,15880,2728,-1104,2.6
Mouth closed,34.1725,527.6190476190476,15908,2592,-1060,2.6
Mouth closed,34.11,524.4444444444445,15952,2572,-996,2.6
Mouth closed,34.11,523.1746031746031,15884,2720,-984,2.6
Mouth closed,34.2975,526.984126984127,15884,2720,-1016,2.6
Mouth closed,34.1725,524.4444444444445,15872,2848,-1100,2.6
Mouth closed,34.2975,529.5238095238095,15860,2680,-1008,2.6
unknown,34.1725,525.0793650793652,14700,2384,-2488,2.6
unknown,34.5475,524.4444444444445,15880,2784,-1208,2.6
unknown,34.5475,533.3333333333334,15708,2760,-1216,2.6
unknown,34.36,535.8730158730159,15900,2760,-1180,2.6
unknown,34.5475,532.6984126984127,15740,2792,-1276,2.6
Mouth open,34.5475,790.4761904761905,15328,2408,-3620,2.6
Mouth open,34.485,796.8253968253969,15572,2416,-3488,2.6
Mouth open,34.485,805.0793650793651,15612,2468,-3276,2.6
Mouth open,34.6725,790.4761904761905,15732,2544,-2968,2.6
Mouth open,34.61,793.6507936507936,15692,2608,-2916,2.6
Mouth open,34.6725,791.1111111111111,15804,2692,-2544,2.6
Mouth open,34.61,797.4603174603175,15708,2616,-2528,2.6
Mouth open,34.5475,792.3809523809524,15776,2768,-2392,2.6
Mouth open,34.6875,768.009768009768,15856,2508,-2276,2.5
Mouth open,34.625,765.5677655677656,15780,2704,-2300,2.5
unknown,34.9375,763.7362637362637,15792,2696,-2180,2.5
unknown,34.875,764.3467643467643,15724,2548,-2232,2.5
unknown,34.625,768.009768009768,15728,2676,-2244,2.5
unknown,34.875,764.957264957265,15816,2772,-2172,2.5
unknown,34.75,766.7887667887668,15776,2660,-2200,2.5
Mouth closed,34.875,513.4310134310134,15856,2792,-1016,2.5
Mouth closed,35.0,511.5995115995116,15928,2828,-1024,2.5
Mouth closed,34.875,509.7680097680098,15928,2684,-1064,2.5
Mouth closed,34.875,516.4835164835165,15908,2712,-1004,2.5
Mouth closed,35.0,516.4835164835165,15884,2736,-1000,2.5
Mouth closed,34.875,510.989010989011,15856,2776,-1048,2.5
Mouth closed,34.75,514.041514041514,15796,2880,-1060,2.5
Mouth closed,34.875,510.989010989011,15832,2828,-960,2.5
Mouth closed,34.875,517.0940170940171,15904,2824,-924,2.5
Mouth closed,34.875,517.0940170940171,15836,2980,-1188,2.5
unknown,34.9375,515.8730158730159,15872,2696,-1016,2.5
unknown,35.125,516.4835164835165,15900,3004,-1136,2.5
unknown,35.0,521.3675213675214,15840,2852,-1064,2.5
unknown,35.0,525.6410256410256,15948,2832,-1064,2.5
unknown,35.0625,520.1465201465202,15836,2780,-1172,2.5
Mouth open,35.0,783.8827838827839,16600,2920,-3168,2.5
Mouth open,34.9375,782.0512820512821,15532,2612,-3416,2.5
Mouth open,35.1875,789.9877899877899,15624,2680,-3280,2.5
Mouth open,35.125,791.8192918192918,15632,2688,-3168,2.5
Mouth open,35.1875,791.8192918192918,15572,2700,-3084,2.5
Mouth open,35.125,796.7032967032967,15636,2596,-3092,2.5
Mouth open,35.1875,787.5457875457876,15696,2796,-2828,2.5
Mouth open,35.0,796.7032967032967,15512,2716,-2732,2.5
Mouth open,35.0,803.4188034188035,15732,2856,-2548,2.5
Mouth open,35.125,800.3663003663004,15764,2728,-2348,2.5
unknown,35.0625,805.2503052503052,15720,2760,-2252,2.5
unknown,35.0625,796.0927960927961,15620,2856,-2232,2.5
unknown,35.0,803.4188034188035,15792,2760,-2384,2.5
unknown,34.875,802.8083028083028,15784,2856,-2228,2.5
unknown,35.25,799.7557997557998,15696,2916,-2204,2.5
Mouth closed,35.125,559.8290598290598,14216,2392,-2024,2.5
Mouth closed,34.9375,535.4090354090354,15864,2900,-952,2.5
Mouth closed,35.1875,542.1245421245421,15840,2808,-992,2.5
Mouth closed,35.14,522.7838827838826,15820,2928,-956,2.4
Mouth closed,35.015,519.8534798534797,15868,2888,-932,2.4
Mouth closed,35.0775,519.2673992673992,15840,2920,-1060,2.4
Mouth closed,35.0775,520.4395604395604,15892,2912,-1068,2.4
Mouth closed,35.14,523.3699633699633,15804,2824,-1108,2.4
Mouth closed,35.265,515.7509157509157,15880,2984,-996,2.4
Mouth closed,35.14,513.9926739926739,15860,2904,-1092,2.4
unknown,35.14,522.1978021978022,15856,2868,-1096,2.4
unknown,35.39,519.2673992673992,15904,2972,-1044,2.4
unknown,35.2025,516.9230769230768,15900,2888,-1076,2.4
unknown,35.515,518.0952380952381,15836,2816,-1100,2.4
unknown,35.265,523.9560439560439,15880,2876,-1168,2.4
Mouth open,35.4525,685.7142857142857,14420,2288,-2728,2.4
Mouth open,35.3275,794.7252747252747,15420,2568,-3716,2.4
Mouth open,35.4525,795.8974358974359,16292,2868,-2916,2.4
Mouth open,35.265,794.7252747252747,15424,2736,-2768,2.4
Mouth open,35.39,798.8278388278388,15684,2716,-3032,2.4
Mouth open,35.3275,791.7948717948718,15492,2788,-3076,2.4
Mouth open,35.39,797.6556776556777,15588,2748,-2964,2.4
Mouth open,35.015,804.6886446886447,15640,2692,-2900,2.4
Mouth open,35.265,783.003663003663,15552,2764,-2868,2.4
Mouth open,35.14,790.0366300366301,15592,2788,-2716,2.4
unknown,35.39,788.2783882783883,15752,2920,-2596,2.4
unknown,35.265,794.7252747252747,15656,2820,-2832,2.4
unknown,35.2025,791.7948717948718,15744,2788,-2676,2.4
unknown,35.39,798.8278388278388,15556,2968,-2660,2.4
unknown,35.265,807.6190476190476,15700,2788,-2756,2.4
Mouth closed,35.0775,728.4981684981685,16648,3064,-1456,2.4
Mouth closed,35.14,530.4029304029305,15820,2924,-1192,2.4
Mouth closed,35.14,530.4029304029305,15824,2952,-1252,2.4
Mouth closed,35.3275,528.0586080586081,15808,2936,-1232,2.4
Mouth closed,35.4525,535.0915750915751,15768,2928,-1332,2.4
Mouth closed,35.515,530.4029304029305,15824,2948,-1292,2.4
Mouth closed,35.39,532.7472527472528,15728,3064,-1320,2.4
Mouth closed,35.3275,534.5054945054944,15868,2992,-1248,2.4
Mouth closed,35.3275,532.7472527472528,15852,2952,-1160,2.4
Mouth closed,35.265,529.2307692307693,15720,2784,-1496,2.4
unknown,35.39,532.7472527472528,15764,2976,-1256,2.4
unknown,35.39,535.6776556776557,15884,2988,-1176,2.4
unknown,35.4525,542.7106227106227,15900,2884,-1148,2.4
unknown,35.3275,535.6776556776557,15844,2936,-1352,2.4
unknown,35.53,518.4126984126983,15704,3012,-1348,2.3
Mouth open,35.53,515.6043956043954,15852,2892,-1168,2.3
Mouth open,35.655,775.091575091575,15352,2700,-4092,2.3
Mouth open,35.405,781.8315018315018,15456,2572,-3896,2.3
Mouth open,35.4675,803.174603174603,15416,2756,-3756,2.3
Mouth open,35.53,813.2844932844931,15276,2520,-3712,2.3
Mouth open,35.405,813.8461538461538,15512,2864,-3432,2.3
Mouth open,35.2175,819.4627594627594,16092,3428,-2032,2.3
Mouth open,35.28,816.6544566544567,15752,3148,-2396,2.3
Mouth open,35.4675,816.092796092796,15600,3128,-2624,2.3
Mouth open,35.3425,811.5995115995115,15608,3200,-2780,2.3
unknown,35.53,825.6410256410255,15552,3036,-2908,2.3
unknown,35.405,829.5726495726495,15632,2936,-2780,2.3
unknown,35.28,832.3809523809524,15580,3012,-3064,2.3
unknown,35.655,830.6959706959707,15632,3048,-3016,2.3
unknown,35.405,827.3260073260072,15536,2836,-3000,2.3
Mouth closed,35.405,831.8192918192917,15684,3092,-3040,2.3
Mouth closed,35.53,534.7008547008547,15780,3156,-1284,2.3
Mouth closed,35.28,534.139194139194,15784,3072,-1256,2.3
